poverty_3,poverty_4_20,poverty_8_30,poverty_10
11678424507.2457,11678424507.2457,45.913597,55.109833
12614602382.2012,12614602382.2012,42.732857,51.91691
13684255946.5765,13684255946.5765,37.26528,46.59233
14254866284.6542,14254866284.6542,41.3216,49.66941
15013629661.8969,15013629661.8969,41.376915,49.681957
15976174336.9721,15976174336.9721,32.09905,40.687878
16578820687.2881,16578820687.2881,31.841717,39.677822
17271760506.9483,17271760506.9483,30.398876,37.995808
18610594846.2083,18610594846.2083,32.1905,40.34752
20040642476.9817,20040642476.9817,29.551262,37.513454
22715540324.3032,22715540324.3032,29.391846,37.87864
26884700709.3146,26884700709.3146,24.288074,32.128544
30801745700.4514,30801745700.4514,23.30961,32.175552
30745714312.6417,30745714312.6417,22.793293,30.27208
37658616951.8038,37658616951.8038,18.84171,26.69256
42762613698.9636,42762613698.9636,19.774689,27.056139
47231655431.7355,47231655431.7355,18.444386,25.093279
50949668841.6696,50949668841.6696,18.395718,24.611738
52016408854.2658,52016408854.2658,18.33578,25.081068
56441920820.5194,56441920820.5194,17.493925,24.17987
24150978346.5253,24150978346.5253,,
24175764812.1218,24175764812.1218,,
25890228429.7214,25890228429.7214,,
23777026779.3004,23777026779.3004,,
22134411297.473,22134411297.473,,
23066883849.6467,23066883849.6467,,
26757722428.6781,26757722428.6781,,
35245317001.8224,35245317001.8224,,
41836292157.3335,41836292157.3335,,
45013119281.806,45013119281.806,,
49583544860.0759,49583544860.0759,,
59290621398.1561,59290621398.1561,,
68472854617.2831,68472854617.2831,,
62315996674.7984,62315996674.7984,6.3490868,9.824354
58975205417.3439,58975205417.3439,7.907384,11.868975
62889007657.3899,62889007657.3899,8.75907,13.213364
57548115904.416,57548115904.416,10.257902,15.064195
59846265181.8502,59846265181.8502,9.401296,14.12012
59606934500.9957,59606934500.9957,7.9313436,12.584382
50998893384.8289,50998893384.8289,7.5400224,11.477871
25017368700.0,25017368700.0,,
25365908100.0,25365908100.0,,
25736331200.0,25736331200.0,,
28364615200.0,28364615200.0,,
30565400000.0,30565400000.0,,
31682400000.0,31682400000.0,,
33590500000.0,33590500000.0,,
35901200000.0,35901200000.0,,
38203000000.0,38203000000.0,,
42643836100.0,42643836100.0,,
48835925925.9259,48835925925.9259,,
54262870370.3704,54262870370.3704,,
56302129629.6296,56302129629.6296,,
57481481481.4815,57481481481.4815,,
59562962962.963,59562962962.963,,
68990000000.0,68990000000.0,,
73141000000.0,73141000000.0,,
77148000000.0,77148000000.0,,
80656100000.0,80656100000.0,,
87132800000.0,87132800000.0,,
10011914680.0502,10011914680.0502,,
9547816419.61231,9547816419.61231,,
10248618778.2805,10248618778.2805,,
10497907227.616,10497907227.616,,
9985847313.85485,9985847313.85485,,
10397898907.1038,10397898907.1038,,
11420228846.1538,11420228846.1538,,
14547329558.3239,14547329558.3239,,
17320551250.0,17320551250.0,0.2895099,0.42805547
18433412510.8817,18433412510.8817,0.14504226,0.264292
20072754986.8272,20072754986.8272,0.043759182,0.043759182
23968727073.6381,23968727073.6381,0.09495648,0.12218994
27844646257.507,27844646257.507,0.029531293,0.041838344
26048179949.1741,26048179949.1741,0.19927102,0.353022
25799940077.6075,25799940077.6075,0.24053285,0.4341123
27641549301.6561,27641549301.6561,0.32812873,0.3859929
25047436974.6819,25047436974.6819,0.13681357,0.28458086
23959712860.8331,23959712860.8331,0.3104177,0.47513777
23225918259.9824,23225918259.9824,0.3841131,0.9842407
19909278416.8575,19909278416.8575,0.22596398,0.5123363
67804105329.8557,67804105329.8557,1.9990822,3.7397087
62539765163.1302,62539765163.1302,,
67187217327.7326,67187217327.7326,,
65586562604.8621,65586562604.8621,,
62175642238.0847,62175642238.0847,,
68135304463.9641,68135304463.9641,,
82607869609.574,82607869609.574,1.2266374,2.460689
100435924704.881,100435924704.881,,
120147899983.657,120147899983.657,1.9228058,3.03703
137264185596.1,137264185596.1,1.0762532,2.2158377
156236258386.589,156236258386.589,0.98758125,2.3088946
190040702286.917,190040702286.917,0.827405,1.7310137
236506264753.95,236506264753.95,0.92598146,1.6914662
206971882704.716,206971882704.716,0.97081167,1.816823
211168667286.27,211168667286.27,1.1321385,1.8274624
231429378717.312,231429378717.312,0.9327192,2.0707748
210363223087.728,210363223087.728,1.0743967,1.7440726
213024360541.119,213024360541.119,0.8467217,1.4185046
210911285077.683,210911285077.683,1.0904986,1.9168959
189107698561.919,189107698561.919,0.7462579,1.5228138
187481157845.724,187481157845.724,,
173241365735.483,173241365735.483,,
176877077513.133,176877077513.133,,
177887720535.535,177887720535.535,,
164043817223.59,164043817223.59,0.24996004,0.24996004
164881594415.341,164881594415.341,,
178788209558.311,178788209558.311,,
218421193436.252,218421193436.252,0.470111,0.5997567
251986155630.852,251986155630.852,0.40568438,0.5043361
265150087711.985,265150087711.985,0.469572,0.5668321
283386151543.687,283386151543.687,0.3451112,0.40708435
320213157595.018,320213157595.018,0.58190936,0.82833815
354979471960.142,354979471960.142,0.7719071,0.80914897
322619152194.594,322619152194.594,1.1347921,1.3148851
322345594075.47,322345594075.47,0.33050895,0.37862545
344315595263.175,344315595263.175,0.6302387,0.8042645
326792574244.963,326792574244.963,0.8794279,1.3165826
344631016965.12,344631016965.12,0.7712792,0.9465941
352832602064.452,352832602064.452,0.9263496,1.1352553
301758922337.637,301758922337.637,0.500027,0.518574
494004647.73437,494004647.73437,,
502675542.001227,502675542.001227,,
514267869.300758,514267869.300758,,
536080148.097299,536080148.097299,,
551230861.856505,551230861.856505,,
572417440.820162,572417440.820162,,
591122039.601398,591122039.601398,84.31482,89.55391
622044665.515049,622044665.515049,,
666072101.777505,666072101.777505,,
708633194.726566,708633194.726566,,
768873684.032838,768873684.032838,,
847918929.107984,847918929.107984,,
999105339.267729,999105339.267729,,
1049110684.72493,1049110684.72493,,
1128611700.3618,1128611700.3618,,
1239144501.77525,1239144501.77525,,
1353632941.5207,1353632941.5207,77.49556,83.22486
2044440443.16654,2044440443.16654,81.672844,86.54043
2220637966.25047,2220637966.25047,,
2424391785.43897,2424391785.43897,,
18241622547.5908,18241622547.5908,40.87822,50.557804
20017450041.3075,20017450041.3075,38.311394,46.525967
21672215546.7642,21672215546.7642,,
22136579396.9218,22136579396.9218,,
24305780628.6677,24305780628.6677,39.800655,47.289173
25601823687.5742,25601823687.5742,39.16657,47.66231
27137440786.2562,27137440786.2562,39.02953,48.405857
21403167848.1444,21403167848.1444,47.757896,56.78048
22322387382.494,22322387382.494,55.61284,63.967514
35777560683.9366,35777560683.9366,46.63842,55.763393
37879830084.2627,37879830084.2627,43.497894,51.57789
43965458508.5056,43965458508.5056,42.989487,52.505814
48091433554.186,48091433554.186,44.23302,54.109753
48223781476.8909,48223781476.8909,41.503777,50.824368
53801053352.5005,53801053352.5005,42.014084,49.876247
57948261615.957,57948261615.957,40.189068,49.021183
60561635555.6383,60561635555.6383,39.556335,49.711082
62555417414.582,62555417414.582,39.271347,48.296104
67014329099.5549,67014329099.5549,33.47787,42.68361
70966782572.4386,70966782572.4386,29.449535,38.472767
25226393196.5983,25226393196.5983,,
28162053026.5133,28162053026.5133,,
27981896948.4742,27981896948.4742,,
19645272636.3182,19645272636.3182,68.62103,74.89669
17539454727.3637,17539454727.3637,76.63915,81.93498
23127055000.0,23127055000.0,,
27054197000.0,27054197000.0,,
30965208000.0,30965208000.0,58.710884,66.269264
35194947000.0,35194947000.0,59.749325,66.97781
40278849000.0,40278849000.0,51.86373,59.369514
45690762000.0,45690762000.0,46.846836,55.63222
49848725000.0,49848725000.0,45.908073,54.60928
61139438000.0,61139438000.0,43.391575,52.373432
60094978000.0,60094978000.0,44.389057,53.540184
68151329000.0,68151329000.0,39.745773,48.902203
78986648000.0,78986648000.0,35.853783,44.13653
87735048000.0,87735048000.0,32.573326,40.559814
96570334000.0,96570334000.0,32.54818,40.93997
102717794000.0,102717794000.0,28.697878,37.7153
97209558000.0,97209558000.0,29.820803,38.49743
9586327800.0,9586327800.0,64.31616,71.406975
10221705900.0,10221705900.0,,
10936669900.0,10936669900.0,62.89513,69.92892
11284197000.0,11284197000.0,60.046875,67.54593
11784927700.0,11784927700.0,56.001038,64.15106
12282533600.0,12282533600.0,57.21943,65.19219
12664190300.0,12664190300.0,56.82984,64.52366
13243892200.0,13243892200.0,58.43575,66.306206
13724810900.0,13724810900.0,56.852913,65.08501
14698000000.0,14698000000.0,57.100803,65.44817
15999890000.0,15999890000.0,56.233906,65.374664
17011750000.0,17011750000.0,53.100784,62.956203
17986890000.0,17986890000.0,55.959606,64.62784
17601620000.0,17601620000.0,56.642677,66.22587
18447920000.0,18447920000.0,54.760487,64.315025
20283780000.0,20283780000.0,56.034817,65.76463
21386150000.0,21386150000.0,53.47634,64.17032
21990960000.0,21990960000.0,49.070816,60.168053
22593470000.0,22593470000.0,49.276806,59.798645
23438240000.0,23438240000.0,46.57727,57.81857
232463022.802961,232463022.802961,,
442337870.69437,442337870.69437,,
370687634.425712,370687634.425712,,
621117885.668503,621117885.668503,,
1045998496.43872,1045998496.43872,,
1461139022.02954,1461139022.02954,,
1806742742.27311,1806742742.27311,,
2484745935.09329,2484745935.09329,,
4410764338.66733,4410764338.66733,,
8217369092.65224,8217369092.65224,,
10086528698.8604,10086528698.8604,,
13071718758.7373,13071718758.7373,,
19749893536.3204,19749893536.3204,,
15027795173.2187,15027795173.2187,,
16314443436.2903,16314443436.2903,,
21357343668.9447,21357343668.9447,,
22388344143.9131,22388344143.9131,,
21948834283.7856,21948834283.7856,,
21765453081.9826,21765453081.9826,,
13185496881.0174,13185496881.0174,,
693535954.190067,693535954.190067,,
686490090.140141,686490090.140141,,
745523116.900052,745523116.900052,,
688918537.115555,688918537.115555,,
706370815.584416,706370815.584416,,
752371688.743186,752371688.743186,,
729321680.154324,729321680.154324,,
870248267.550163,870248267.550163,,
1109054005.43971,1109054005.43971,,
1098424685.66169,1098424685.66169,,
1211161879.6748,1211161879.6748,,
1317974491.05691,1317974491.05691,,
1380188800.0,1380188800.0,,
1856695551.21951,1856695551.21951,,
1589515447.15447,1589515447.15447,,
2065001626.01626,2065001626.01626,,
2065001626.01626,2065001626.01626,,
2065001626.01626,2065001626.01626,,
2065001626.01626,2065001626.01626,,
2065001626.01626,2065001626.01626,,
4786018988.16491,4786018988.16491,,
5154420649.23354,5154420649.23354,,
5674080542.88575,5674080542.88575,,
5756912265.75809,5756912265.75809,,
5686579747.53524,5686579747.53524,,
6250218422.70164,6250218422.70164,,
7370119619.4782,7370119619.4782,,
9876595528.45528,9876595528.45528,20.719334,29.41388
12148595031.0559,12148595031.0559,14.602139,21.448008
14109491356.7964,14109491356.7964,10.050236,15.134107
17025671810.3124,17025671810.3124,6.325379,10.212119
22450264166.4385,22450264166.4385,4.1218495,6.426578
24342935403.5447,24342935403.5447,4.068015,6.511716
19633984440.1223,19633984440.1223,5.027026,7.8310795
19524355419.038,19524355419.038,7.1767797,10.639278
23303915794.7569,23303915794.7569,6.0963297,9.384106
23237406116.3988,23237406116.3988,5.23977,8.54286
25451032780.7573,25451032780.7573,5.2587595,8.277895
27055689003.0038,27055689003.0038,4.9678698,6.6346817
23311847750.9394,23311847750.9394,2.8613963,4.6592345
8761215548.48614,8761215548.48614,,
8803539988.33248,8803539988.33248,,
8013274131.69715,8013274131.69715,,
7892973531.80045,7892973531.80045,97.69226,98.636665
8242349617.8638,8242349617.8638,,
8231326016.47494,8231326016.47494,,
7850809498.16803,7850809498.16803,,
8623691300.04079,8623691300.04079,,
10131187261.4421,10131187261.4421,95.72965,97.32962
12401139453.9738,12401139453.9738,,
15280861834.6024,15280861834.6024,,
19707616772.7996,19707616772.7996,,
27066912635.2228,27066912635.2228,,
32437389116.038,32437389116.038,,
29933790334.3418,29933790334.3418,93.21811,95.81522
31952763089.33,31952763089.33,,
43310721414.0829,43310721414.0829,,
47648276605.0123,47648276605.0123,,
55612228233.5179,55612228233.5179,,
62103418181.8182,62103418181.8182,89.87438,93.47732
2128696643.62574,2128696643.62574,,
2090221137.02876,2090221137.02876,,
1653146716.58235,1653146716.58235,,
1936459986.03795,1936459986.03795,,
1678219507.89829,1678219507.89829,,
1652462023.46215,1652462023.46215,,
1833279985.36741,1833279985.36741,52.371277,63.238968
2300492465.32276,2300492465.32276,,
2708078476.63012,2708078476.63012,,
2980403844.72096,2980403844.72096,,
3076305452.86506,3076305452.86506,,
3378314599.76402,3378314599.76402,,
3523185919.55826,3523185919.55826,48.85119,60.558613
2870624635.68032,2870624635.68032,,
3140166712.79624,3140166712.79624,,
3779411899.37483,3779411899.37483,,
3972028104.47328,3972028104.47328,,
4189967998.51424,4189967998.51424,46.7237,58.77511
4857104768.86844,4857104768.86844,,
4682479893.97558,4682479893.97558,,
131991975148.848,131991975148.848,,
126862902302.142,126862902302.142,,
133990876724.522,133990876724.522,,
135234241918.147,135234241918.147,,
125967821110.589,125967821110.589,0.24689937,0.24689937
129519672868.898,129519672868.898,,
140360963811.765,140360963811.765,,
171612867735.686,171612867735.686,0.24345131,0.4244128
197458297639.769,197458297639.769,0.204265,0.26362944
204859368790.661,204859368790.661,0.23414591,0.2843335
217044068234.117,217044068234.117,0.23324639,0.36684206
256360251537.648,256360251537.648,0.14722419,0.23231499
285698662071.094,285698662071.094,0.24200664,0.3466336
253480783439.453,253480783439.453,0.14757581,0.2411433
249429613683.334,249429613683.334,0.21713176,0.3319253
275126915515.565,275126915515.565,0.13771135,0.16703002
257443384492.969,257443384492.969,0.20397955,0.30406365
270268036626.275,270268036626.275,0.21171157,0.29346704
273478528954.901,273478528954.901,0.17622061,0.24950342
233210733506.25,233210733506.25,0.22448127,0.26620865
1598889216566.23,1598889216566.23,0.7457547,1.2453903
1449392222971.45,1449392222971.45,0.7495444,0.99744296
1496906382032.47,1496906382032.47,0.49981466,0.74939096
1486915879701.93,1486915879701.93,0.49961343,0.99692595
1360959069477.49,1360959069477.49,0.4999886,0.7495673
1370376677298.86,1370376677298.86,0.2490527,0.49970457
1492427756382.43,1492427756382.43,0.24652874,0.24652874
1835095983049.09,1835095983049.09,0.4709931,0.6951392
2109792297237.03,2109792297237.03,0.3350873,0.40732276
2192146403028.17,2192146403028.17,0.34169096,0.619807
2317861544690.82,2317861544690.82,0.21426271,0.46547827
2655816911866.56,2655816911866.56,0.14790374,0.18892094
2926802941585.86,2926802941585.86,0.127857,0.20652604
2700075882518.98,2700075882518.98,0.40826473,0.47458458
2646230027988.34,2646230027988.34,0.36396676,0.46073788
2870408553990.28,2870408553990.28,0.23407045,0.41291025
2683007095787.23,2683007095787.23,0.3453645,0.48891586
2816077607875.26,2816077607875.26,0.20796426,0.27418128
2861236112552.42,2861236112552.42,0.19689566,0.29017186
2442483452642.5,2442483452642.5,0.36211744,0.4462015
5694040002.89863,5694040002.89863,,
5326817114.53586,5326817114.53586,,
4483417309.83011,4483417309.83011,,
4662992036.2073,4662992036.2073,,
5080483628.53013,5080483628.53013,,
5023265413.2623,5023265413.2623,,
5335451099.88223,5335451099.88223,,
6511903365.47554,6511903365.47554,,
7770219008.21293,7770219008.21293,,
9582783990.85345,9582783990.85345,56.94762,66.88539
10327598306.4575,10327598306.4575,,
12455409587.3371,12455409587.3371,,
15571348344.3379,15571348344.3379,,
12113699068.2517,12113699068.2517,,
14372593020.2885,14372593020.2885,,
18210307743.5816,18210307743.5816,,
17170464016.0593,17170464016.0593,,
17595744798.3398,17595744798.3398,,
18203966895.8433,18203966895.8433,,
14383107762.6952,14383107762.6952,,
3094936177.1918,3094936177.1918,59.960003,71.075
3510520231.21387,3510520231.21387,79.49744,86.29269
3613497316.55319,3613497316.55319,79.88773,86.93706
2800025882.71672,2800025882.71672,84.6141,90.093506
3057475335.18846,3057475335.18846,86.00872,90.71199
3219462262.0075,3219462262.0075,87.66036,91.99566
3395766677.67315,3395766677.67315,78.7473,85.83181
3991377904.13162,3991377904.13162,78.31291,85.51128
5125365191.98664,5125365191.98664,77.00025,84.646255
6410912049.87105,6410912049.87105,77.30436,84.88607
7745250733.95067,7745250733.95067,78.454056,85.652565
10172931088.5655,10172931088.5655,79.84421,86.5301
12795145130.9103,12795145130.9103,76.57235,83.81344
10766920065.8251,10766920065.8251,76.6815,84.09729
12426907967.1578,12426907967.1578,76.651665,84.17485
15475290469.2869,15475290469.2869,75.64263,83.02406
16894392033.2256,16894392033.2256,72.061005,80.21087
17517660143.6859,17517660143.6859,66.60609,75.84864
17966015109.3043,17966015109.3043,64.81818,74.5373
15223796148.8396,15223796148.8396,63.05347,73.2216
2506576553158.31,2506576553158.31,0.24551256,0.49317288
2218790886532.82,2218790886532.82,0.497131,0.497131
2247760364565.97,2247760364565.97,0.24539736,0.24539736
2213873468586.88,2213873468586.88,0.24157585,0.4912614
1966980701145.1,1966980701145.1,0.23316386,0.4590631
1966381496641.73,1966381496641.73,0.24785754,0.4846289
2102350798305.89,2102350798305.89,0.24852575,0.48605177
2534715518349.01,2534715518349.01,0.4948472,0.4948472
2852317768061.78,2852317768061.78,0.49779516,0.49779516
2893393187361.87,2893393187361.87,0.24622425,0.49497038
3046308753670.58,3046308753670.58,0.23245639,0.23245639
3484056680854.91,3484056680854.91,0.24174282,0.24174282
3808197720125.0,3808197720125.0,0.24555281,0.4946307
3478545516683.59,3478545516683.59,0.24771252,0.49373284
3467093769666.67,3467093769666.67,0.24611561,0.49569964
3823575803793.78,3823575803793.78,0.23970143,0.23970143
3596483233406.25,3596483233406.25,0.24431169,0.24431169
3807023797050.99,3807023797050.99,0.24308977,0.24308977
3964870735760.77,3964870735760.77,0.49378654,0.49378654
3425099578746.09,3425099578746.09,0.24623485,0.49593067
6932991739.37767,6932991739.37767,,
6891443192.24985,6891443192.24985,,
7482069162.42008,7482069162.42008,96.07377,97.649605
7718109982.26093,7718109982.26093,,
4982850662.20851,4982850662.20851,,
5314872854.4405,5314872854.4405,,
6166197847.85031,6166197847.85031,,
7632723555.66221,7632723555.66221,,
8881417906.71432,8881417906.71432,,
10744568381.4456,10744568381.4456,94.11759,96.055374
20885037596.6963,20885037596.6963,,
24827339138.4906,24827339138.4906,,
28679383241.0729,28679383241.0729,,
26048720005.5233,26048720005.5233,,
32197655566.5347,32197655566.5347,,
39336668080.559,39336668080.559,,
41271701060.954,41271701060.954,86.344025,90.77778
62845721959.827,62845721959.827,,
54678533805.9064,54678533805.9064,,
49436806230.4839,49436806230.4839,,
142502984144.96,142502984144.96,,
138766067640.085,138766067640.085,,
139612812175.718,139612812175.718,,
137131371955.307,137131371955.307,,
125760166224.805,125760166224.805,3.2357466,5.459433
132050474720.03,132050474720.03,,
150253800085.865,150253800085.865,2.9961305,4.23319
196930509813.384,196930509813.384,2.238485,3.1659942
234979615898.225,234979615898.225,2.1806228,3.6137521
242315668619.405,242315668619.405,2.4081488,3.2001402
269073415333.676,269073415333.676,2.682906,3.788767
314226996944.108,314226996944.108,2.037293,2.888323
351121399546.485,351121399546.485,1.7876949,2.845172
326829054686.306,326829054686.306,2.193399,3.1154995
296417644404.034,296417644404.034,3.236229,4.2873473
283228079776.041,283228079776.041,6.4187393,9.266481
238841140018.233,238841140018.233,8.966277,12.814249
236556279640.705,236556279640.705,10.282666,13.765266
233911581521.062,233911581521.062,9.499664,13.187922
194567373678.099,194567373678.099,9.202047,13.299256
366911444.444444,366911444.444444,,
392190592.592593,392190592.592593,,
445903592.592593,445903592.592593,,
482009370.37037,482009370.37037,,
520044370.37037,520044370.37037,,
520444185.185185,520444185.185185,,
540336925.925926,540336925.925926,,
591018407.407407,591018407.407407,,
599118592.592593,599118592.592593,,
695555555.555555,695555555.555555,,
698700666.666667,698700666.666667,,
758683592.592593,758683592.592593,,
825976037.037037,825976037.037037,,
771275555.555555,771275555.555555,,
771014814.814815,771014814.814815,,
778655555.555555,778655555.555555,,
799881481.481481,799881481.481481,,
842618518.518518,842618518.518518,,
911496296.296296,911496296.296296,,
997007407.407407,997007407.407407,,
15674835615.3139,15674835615.3139,,
17790026221.6139,17790026221.6139,,
19395491992.9939,19395491992.9939,46.643,54.716003
18318412251.3642,18318412251.3642,,
19288929030.0508,19288929030.0508,41.67264,49.54931
18405220247.4412,18405220247.4412,,
20444205991.025,20444205991.025,,
21576351798.9145,21576351798.9145,,
23577298094.6571,23577298094.6571,,
26783389293.922,26783389293.922,,
29744246827.1839,29744246827.1839,40.185753,47.51266
33567850824.1039,33567850824.1039,,
38503720224.3166,38503720224.3166,,
37126148264.6383,37126148264.6383,,
40676578423.4871,40676578423.4871,,
46876006272.2387,46876006272.2387,,
49593929487.1263,49593929487.1263,,
52996420177.4409,52996420177.4409,,
57852159007.6243,57852159007.6243,44.790424,54.68303
62186066547.6566,62186066547.6566,,
5641243099.76661,5641243099.76661,,
5516916163.0949,5516916163.0949,,
5232118046.3713,5232118046.3713,,
5046806782.54761,5046806782.54761,,
4367458866.71537,4367458866.71537,,
4125527603.22908,4125527603.22908,,
4301608752.51396,4301608752.51396,90.9139,93.75114
5025167975.26363,5025167975.26363,,
5300767960.51572,5300767960.51572,,
4282468636.90501,4282468636.90501,,
4220019845.26341,4220019845.26341,,
6281918226.34408,6281918226.34408,88.80306,92.64493
6964179983.17212,6964179983.17212,,
6716905339.73136,6716905339.73136,,
6853467145.53089,6853467145.53089,,
6785137203.33153,6785137203.33153,,
7638044556.84656,7638044556.84656,83.84704,90.02003
8376613539.28278,8376613539.28278,,
8778473372.82124,8778473372.82124,,
8794201742.84609,8794201742.84609,,
702965147.568054,702965147.568054,,
698107222.422492,698107222.422492,,
591034143.426384,591034143.426384,,
579365780.135134,579365780.135134,,
391345597.488269,391345597.488269,,
412610871.509121,412610871.509121,,
466773711.235579,466773711.235579,97.61233,98.48973
553614800.145707,553614800.145707,,
582169841.298304,582169841.298304,,
639776040.688424,639776040.688424,,
634781901.251494,634781901.251494,,
753162998.015113,753162998.015113,,
952667544.037289,952667544.037289,,
890167833.369849,890167833.369849,,
940112538.936436,940112538.936436,94.85695,96.09789
1157074319.19388,1157074319.19388,,
1049412177.11413,1049412177.11413,,
1109682824.13594,1109682824.13594,,
1135250721.0374,1135250721.0374,,
1152384166.79638,1152384166.79638,,
705406001.424501,705406001.424501,,
749138009.56454,749138009.56454,,
717530683.169567,717530683.169567,54.19641,63.96279
694754988.258295,694754988.258295,,
712667896.727512,712667896.727512,,
712167450.162898,712167450.162898,,
726131434.715338,726131434.715338,,
743063950.317749,743063950.317749,,
787814379.183843,787814379.183843,,
824880550.343965,824880550.343965,,
2379817990.6918,2379817990.6918,,
2730971595.39574,2730971595.39574,,
3025187433.33637,3025187433.33637,,
3165663152.73351,3165663152.73351,,
3432912516.92427,3432912516.92427,,
3691384317.52178,3691384317.52178,,
4063088535.76331,4063088535.76331,,
4167800928.83553,4167800928.83553,,
4127660151.8087,4127660151.8087,,
4279840193.7046,4279840193.7046,,
2907517603.76719,2907517603.76719,,
3338949151.59927,3338949151.59927,,
3723903723.63772,3723903723.63772,,
4153725883.84082,4153725883.84082,,
6813566098.8675,6813566098.8675,,
6331970324.31022,6331970324.31022,93.55038,95.28885
6205847213.6351,6205847213.6351,,
5071947798.27263,5071947798.27263,,
6087360684.2969,6087360684.2969,,
7030149730.33692,7030149730.33692,,
7638739122.67242,7638739122.67242,,
9228637767.69009,9228637767.69009,,
10432962634.8748,10432962634.8748,,
11597002834.7786,11597002834.7786,,
11859312725.1448,11859312725.1448,,
13008746038.8867,13008746038.8867,,
13708925477.1304,13708925477.1304,89.82362,92.23749
14902488604.2421,14902488604.2421,,
15146883497.6331,15146883497.6331,,
14849629308.6025,14849629308.6025,,
4798834459.45946,4798834459.45946,77.0124,82.24573
5569178707.22433,5569178707.22433,69.87949,76.719536
6163707533.23486,6163707533.23486,69.09588,75.856705
6394090592.33449,6394090592.33449,70.842186,76.72848
7186638029.05875,7186638029.05875,,
7651162302.3456,7651162302.3456,59.865833,66.73734
7858255412.86038,7858255412.86038,65.78784,72.1006
8230391346.67228,8230391346.67228,69.12854,75.06491
8869299234.3377,8869299234.3377,67.86609,74.05083
9757012696.56212,9757012696.56212,66.05441,71.840866
10917477066.1429,10917477066.1429,60.763443,67.649055
12361257680.5627,12361257680.5627,58.504326,65.42656
13881731875.7466,13881731875.7466,55.62672,63.048607
14587496229.1811,14587496229.1811,52.86712,60.977425
15839344591.9842,15839344591.9842,55.525314,62.799366
17710275685.4074,17710275685.4074,56.211693,64.054474
18528554397.5695,18528554397.5695,60.997044,68.69096
18499729214.904,18499729214.904,59.078156,66.61283
19756533971.8698,19756533971.8698,58.172775,66.34133
20979791685.416,20979791685.416,57.97901,66.027664
46833767123.6915,46833767123.6915,,
47398564799.2496,47398564799.2496,,
48784412623.5939,48784412623.5939,,
49160204397.4635,49160204397.4635,15.741126,25.713408
47275954428.9586,47275954428.9586,,
53800068065.7969,53800068065.7969,,
67636468625.0428,67636468625.0428,,
85190469121.074,85190469121.074,,
104015363080.271,104015363080.271,9.44231,15.665351
113098237570.929,113098237570.929,10.427354,16.576918
115604111412.139,115604111412.139,7.0499763,11.623923
140123326896.329,140123326896.329,6.896395,12.599736
158228265915.534,158228265915.534,6.706773,11.911027
130807441076.16,130807441076.16,7.709199,13.2254095
131898737241.166,131898737241.166,8.997389,13.986084
141712804953.868,141712804953.868,8.747753,13.7280245
128470269689.958,128470269689.958,11.552427,17.193918
135646053778.582,135646053778.582,10.5596285,16.467846
141128696412.321,141128696412.321,8.282896,14.32501
125244126623.289,125244126623.289,6.357846,12.684756
7686566105.26316,7686566105.26316,,
7716781803.07823,7716781803.07823,,
8637732541.50677,8637732541.50677,,
9107644690.76647,9107644690.76647,,
9140168922.35677,9140168922.35677,,
8323401820.48477,8323401820.48477,,
9416199699.54736,9416199699.54736,,
11564687741.9859,11564687741.9859,0.3846968,0.6717179
13963943244.0018,13963943244.0018,0.43787408,0.5703342
17146410560.5279,17146410560.5279,0.22860824,0.55894774
17671649843.2602,17671649843.2602,0.45905742,0.541863
21960110030.4426,21960110030.4426,0.28531373,0.3319674
18247921360.2599,18247921360.2599,0.20032193,0.3102726
13212543837.5133,13212543837.5133,0.29892236,0.48025307
13922711576.5124,13922711576.5124,0.5631615,0.71712863
15394005872.149,15394005872.149,0.78015137,0.87606424
14943757823.3226,14943757823.3226,0.43372464,0.632719
16244319958.6808,16244319958.6808,0.16876434,0.26993388
18052183514.8695,18052183514.8695,0.19293742,0.33598873
17700486957.1907,17700486957.1907,0.18647538,0.25133646
392896866204.516,392896866204.516,,
415867563592.829,415867563592.829,,
421351317224.941,421351317224.941,,
458821052615.79,458821052615.79,,
468395521654.458,468395521654.458,,
485440139204.171,485440139204.171,,
514939140318.756,514939140318.756,,
607700687237.318,607700687237.318,,
709152728830.775,709152728830.775,96.34082,97.93633
820383763511.445,820383763511.445,,
940259888787.721,940259888787.721,,
1216736438834.96,1216736438834.96,,
1198895139005.92,1198895139005.92,,
1341888016994.9,1341888016994.9,94.96453,97.227516
1675615519484.96,1675615519484.96,,
1823051829894.55,1823051829894.55,92.484825,95.677704
1827637590410.41,1827637590410.41,,
1856721507621.58,1856721507621.58,,
2039126479154.52,2039126479154.52,,
2103588360044.94,2103588360044.94,,
227369679374.973,227369679374.973,96.872925,98.06621
215748998609.635,215748998609.635,,
95445547872.715,95445547872.715,99.087494,99.48542
140001351215.462,140001351215.462,97.90111,98.80149
165021012077.81,165021012077.81,97.5989,98.56212
160446947784.909,160446947784.909,96.829216,98.12346
195660611165.183,195660611165.183,94.853905,96.86632
234772463823.808,234772463823.808,95.42808,97.4162
256836875295.452,256836875295.452,94.77213,96.9457
285868619196.085,285868619196.085,94.58832,96.772575
364570515618.357,364570515618.357,95.250206,97.34815
432216737774.861,432216737774.861,92.6402,95.44783
510228634992.258,510228634992.258,92.38615,95.38628
539580085612.401,539580085612.401,92.119125,95.19169
755094157621.936,755094157621.936,88.892845,93.11397
