country_name,scenario,log_gdp_pc_ood_onset,log_population_ood_onset,hdi_ood_onset,control_of_corruption_ood_onset,employment_agriculture_ood_onset,gini_coefficient_ood_onset,gdp_growth_5y_ood_onset,region_EAP_ood_onset,region_ECA_ood_onset,region_LAC_ood_onset,region_MENA_ood_onset,region_NAC_ood_onset,region_SAS_ood_onset
Congo,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Costa Rica,SSP1,2025,,,,2075.0,2055.0,,,,,,2025.0,2025.0
Costa Rica,SSP4,2025,,,,2100.0,2085.0,,,,,,2025.0,2025.0
Costa Rica,SSP5,2025,,,,2070.0,2055.0,,,,,,2025.0,2025.0
Croatia,SSP1,2025,,,,,,,,,,,2025.0,2025.0
Croatia,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Croatia,SSP5,2025,,,,2085.0,,,,,,,2025.0,2025.0
Cyprus,SSP1,2025,,,,2095.0,,,,,,,2025.0,2025.0
Cyprus,SSP4,2025,,,,2100.0,,,,,,,2025.0,2025.0
Cyprus,SSP5,2025,,,,2075.0,,,,,,,2025.0,2025.0
Czechia,SSP1,2025,,,,2080.0,2070.0,,,,,,2025.0,2025.0
Czechia,SSP4,2025,,,,2075.0,,,,,,,2025.0,2025.0
Czechia,SSP5,2025,,,,2070.0,2060.0,,,,,,2025.0,2025.0
Côte d'Ivoire,SSP1,2025,,,,2065.0,,,,,,,2025.0,2025.0
Côte d'Ivoire,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Côte d'Ivoire,SSP5,2025,,,,2060.0,,,,,,,2025.0,2025.0
Democratic Republic of the Congo,SSP1,2025,,,,2075.0,,,,,,,2025.0,2025.0
Democratic Republic of the Congo,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Democratic Republic of the Congo,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Denmark,SSP1,2025,,,,,2065.0,,,,,,2025.0,2025.0
Denmark,SSP4,2025,,,,2095.0,,,,,,,2025.0,2025.0
Denmark,SSP5,2025,,,,2085.0,2060.0,,,,,,2025.0,2025.0
Dominican Republic,SSP1,2025,,,,2080.0,,,,,,,2025.0,2025.0
Dominican Republic,SSP4,2025,,,,2100.0,,,,,,,2025.0,2025.0
Dominican Republic,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Ecuador,SSP1,2025,,,,2070.0,2065.0,,,,,,2025.0,2025.0
Ecuador,SSP4,2025,,,,2085.0,,,,,,,2025.0,2025.0
Ecuador,SSP5,2025,,,,2065.0,2060.0,,,,,,2025.0,2025.0
Egypt,SSP1,2025,,,,2075.0,,,,,,,2025.0,2025.0
Egypt,SSP4,2025,,,,2085.0,,,,,,,2025.0,2025.0
Egypt,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
El Salvador,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
El Salvador,SSP4,2025,,,,,,,,,,,2025.0,2025.0
El Salvador,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Equatorial Guinea,SSP1,2025,,,,2075.0,,,,,,,2025.0,2025.0
Equatorial Guinea,SSP4,2025,,,,2090.0,,,,,,,2025.0,2025.0
Equatorial Guinea,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Estonia,SSP1,2025,,,,2085.0,2095.0,,,,,,2025.0,2025.0
Estonia,SSP4,2025,,,,2080.0,,,,,,,2025.0,2025.0
Estonia,SSP5,2025,,,,2075.0,2075.0,,,,,,2025.0,2025.0
Eswatini,SSP1,2025,,,,2075.0,,,,,,,2025.0,2025.0
Eswatini,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Eswatini,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Ethiopia,SSP1,2025,,,,2080.0,,,,,,,2025.0,2025.0
Ethiopia,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Ethiopia,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Finland,SSP1,2025,,,,2100.0,2075.0,,,,,,2025.0,2025.0
Finland,SSP4,2025,,,,2090.0,,,,,,,2025.0,2025.0
Finland,SSP5,2025,,,,2080.0,2060.0,,,,,,2025.0,2025.0
France,SSP1,2025,,,,2085.0,2085.0,,,,,,2025.0,2025.0
France,SSP4,2025,,,,2080.0,,,,,,,2025.0,2025.0
France,SSP5,2025,,,,2075.0,2070.0,,,,,,2025.0,2025.0
Gabon,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Gabon,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Gabon,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Gambia,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Gambia,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Gambia,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Georgia,SSP1,2025,,,,2075.0,,,,,,,2025.0,2025.0
Georgia,SSP4,2025,,,,2085.0,,,,,,,2025.0,2025.0
Georgia,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Germany,SSP1,2025,,,,2090.0,,,,,,,2025.0,2025.0
Germany,SSP4,2025,,,,2080.0,,,,,,,2025.0,2025.0
Germany,SSP5,2025,,,,2070.0,,,,,,,2025.0,2025.0
Ghana,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Ghana,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Ghana,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Greece,SSP1,2025,,,,2080.0,,,,,,,2025.0,2025.0
Greece,SSP4,2025,,,,2080.0,,,,,,,2025.0,2025.0
Greece,SSP5,2025,,,,2075.0,,,,,,,2025.0,2025.0
Guatemala,SSP1,2025,,,,2070.0,2075.0,,,,,,2025.0,2025.0
Guatemala,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Guatemala,SSP5,2025,,,,2065.0,2075.0,,,,,,2025.0,2025.0
Guinea,SSP1,2025,,,,2065.0,,,,,,,2025.0,2025.0
Guinea,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Guinea,SSP5,2025,,,,2060.0,,,,,,,2025.0,2025.0
Guinea-Bissau,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Guinea-Bissau,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Guinea-Bissau,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Guyana,SSP1,2025,,,,,,,,,,,2025.0,2025.0
Guyana,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Guyana,SSP5,2025,,,,2085.0,,,,,,,2025.0,2025.0
Haiti,SSP1,2025,,,,2065.0,,,,,,,2025.0,2025.0
Haiti,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Haiti,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Honduras,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Honduras,SSP4,2025,,,,,,,,,,,2025.0,2025.0
Honduras,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Hong Kong,SSP1,2025,,,,2025.0,,,,,,,2025.0,2025.0
Hong Kong,SSP4,2025,,,,2025.0,,,,,,,2025.0,2025.0
Hong Kong,SSP5,2025,,,,2025.0,,,,,,,2025.0,2025.0
Hungary,SSP1,2025,,,,2095.0,2065.0,,,,,,2025.0,2025.0
Hungary,SSP4,2025,,,,2090.0,,,,,,,2025.0,2025.0
Hungary,SSP5,2025,,,,2080.0,2060.0,,,,,,2025.0,2025.0
Iceland,SSP1,2025,,,,2090.0,2100.0,,,,,,2025.0,2025.0
Iceland,SSP4,2025,,,,2090.0,,,,,,,2025.0,2025.0
Iceland,SSP5,2025,,,,2080.0,2085.0,,,,,,2025.0,2025.0
India,SSP1,2025,2025.0,,,2075.0,,,,,,,2025.0,
India,SSP4,2025,2025.0,,,2100.0,,,,,,,2025.0,
India,SSP5,2025,2025.0,,,2070.0,,,,,,,2025.0,
Indonesia,SSP1,2025,,,,2070.0,,,,,,,2025.0,2025.0
Indonesia,SSP4,2025,,,,2085.0,,,,,,,2025.0,2025.0
Indonesia,SSP5,2025,,,,2065.0,,,,,,,2025.0,2025.0
Iran,SSP1,2025,,,,2085.0,,,,,,,2025.0,2025.0
