"model","scenario","region","unit","variable","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Governance Model (2020)","SSP1","Luxembourg","","Governance Index|Control of Corruption",0.918600732,0.922584932,0.926533732,0.9304492,0.934333226,0.938187547,0.941287354,0.944365364,0.947422585,0.950459957,0.953478358,0.955816713,0.958139078,0.96044609,0.96273835,0.965016422,0.967423524,0.969817218,0.972197995,0.974566319,0.976922629,0.978848854,0.980763447,0.982666806,0.984559307,0.986441308,0.988457554,0.990463689,0.992460034,0.994446896,0.996424568,0.997961716,0.999490236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP1","Madagascar","","Governance Index|Control of Corruption",0.345720154,0.35219025,0.358453414,0.364527817,0.37042897,0.376170254,0.381615331,0.386917965,0.39208779,0.397133357,0.402062304,0.406825733,0.411474581,0.416015731,0.420455395,0.424799202,0.428967151,0.433033794,0.43700505,0.440886281,0.44468237,0.448443074,0.452110068,0.455688885,0.459184537,0.462601586,0.466154272,0.469617198,0.472995848,0.476295177,0.47951968,0.482783741,0.485958759,0.48905048,0.492064066,0.49500418,0.498041988,0.500995224,0.503869419,0.506669542,0.509400078,0.512109108,0.514739129,0.517295297,0.519782249,0.522204173,0.524781957,0.527286837,0.529723507,0.532096196,0.534408733,0.536875467,0.539274351,0.541609707,0.54388544,0.546105088,0.548351974,0.550537147,0.552664435,0.554737303,0.556758906,0.558996706,0.561178164,0.563306682,0.565385354,0.567417,0.569759266,0.572052108,0.574298358,0.576500607,0.57866123,0.580421647,0.582140653,0.583820437,0.585463018,0.58707026,0.588772497,0.590441166,0.592077876,0.593684119,0.595261289,0.596714196,0.598140452,0.599541199,0.600917511
"Governance Model (2020)","SSP1","Malawi","","Governance Index|Control of Corruption",0.325799699,0.331025072,0.336107883,0.341061116,0.345895926,0.350621979,0.355667093,0.360590094,0.365401375,0.370109971,0.374723789,0.379706488,0.384560488,0.389297463,0.393927477,0.398459272,0.402927149,0.407272797,0.41150724,0.415639998,0.419679356,0.42372332,0.42765301,0.431478556,0.435208739,0.438851224,0.442800479,0.446644241,0.450391623,0.454050562,0.457628014,0.461054954,0.464381718,0.467616867,0.470767874,0.4738413,0.477403035,0.480871026,0.484253125,0.487556206,0.490786323,0.494069553,0.49726413,0.500377361,0.503415664,0.506384705,0.509903493,0.513340261,0.516701583,0.51999325,0.523220398,0.526101602,0.528908375,0.531646451,0.534320908,0.536936272,0.539678215,0.54235562,0.544973145,0.547534955,0.550044786,0.552863402,0.555628169,0.558342657,0.561010089,0.563633382,0.565959256,0.568241342,0.570482271,0.572684441,0.574850046,0.576930385,0.578975349,0.580986857,0.582966675,0.584916433,0.586867649,0.588790186,0.590685452,0.592554754,0.594399307,0.596142483,0.597862145,0.599559343,0.601235061
"Governance Model (2020)","SSP1","Malaysia","","Governance Index|Control of Corruption",0.50989427,0.51340737,0.516879226,0.52031118,0.523704519,0.527060483,0.53061568,0.534128189,0.537599549,0.54103123,0.54442463,0.547912829,0.551355013,0.554753085,0.558108837,0.561423956,0.564407554,0.567346925,0.570243969,0.573100467,0.575918095,0.578989134,0.582021696,0.585017366,0.587977637,0.590903915,0.593443883,0.595953343,0.598433427,0.60088521,0.603309713,0.6058844,0.608435826,0.610964757,0.613471926,0.615958038,0.618021174,0.620066723,0.622095208,0.624107135,0.626102988,0.627829677,0.629542663,0.631242329,0.632929045,0.634603168,0.636671422,0.63872831,0.640774141,0.642809211,0.644833809,0.64622986,0.647614977,0.648989453,0.650353574,0.651707616,0.653373961,0.655028661,0.656672042,0.658304416,0.659926089,0.661638573,0.663338196,0.665025343,0.66670038,0.668363661,0.66977265,0.671167879,0.672549779,0.673918767,0.67527524,0.676606873,0.677924007,0.679227122,0.680516674,0.681793099,0.683221631,0.684635662,0.686035682,0.687422155,0.688795524,0.690108513,0.691407543,0.692693082,0.693965576
"Governance Model (2020)","SSP1","Maldives","","Governance Index|Control of Corruption",0.328831814,0.335136974,0.341259275,0.347204478,0.352978149,0.358585666,0.364285525,0.369827287,0.375215934,0.380456275,0.385552959,0.390869853,0.396045391,0.401084158,0.405990571,0.410768884,0.415707039,0.420516922,0.425202885,0.429769102,0.434219577,0.438722371,0.443109137,0.447383974,0.451550796,0.455613341,0.459712746,0.463702723,0.467587473,0.471370975,0.475057002,0.479137456,0.483119036,0.487005645,0.490800971,0.494508497,0.498199192,0.501791115,0.505288713,0.50869613,0.512017232,0.515457591,0.518806393,0.52206792,0.525246146,0.528344768,0.531657153,0.534891168,0.538050307,0.54113783,0.544156785,0.547069424,0.549921144,0.552714317,0.555451184,0.558133869,0.560772162,0.563364088,0.565911224,0.568415079,0.570877099,0.57355281,0.576192143,0.578796234,0.581366177,0.58390303,0.585923121,0.587913682,0.589875594,0.59180971,0.593716854,0.595567631,0.597393764,0.599195973,0.600974951,0.602731372,0.604453272,0.606154185,0.607834713,0.60949544,0.611136931,0.613106673,0.61505795,0.616991286,0.618907189
"Governance Model (2020)","SSP1","Mali","","Governance Index|Control of Corruption",0.285745906,0.292802602,0.299568224,0.30606962,0.31232931,0.31836644,0.324566684,0.330599162,0.336473262,0.342197476,0.34777953,0.353878831,0.359802886,0.365563378,0.371170649,0.376633929,0.382423745,0.388034362,0.393479273,0.39877025,0.403917656,0.409200454,0.41431366,0.419270455,0.424082312,0.428759307,0.433833428,0.43876384,0.443560942,0.448233897,0.452790831,0.456952829,0.461011868,0.464973913,0.46884437,0.472628168,0.476175514,0.479642035,0.483031815,0.486348619,0.489595924,0.492812862,0.495958387,0.49903601399999997,0.502048996,0.505000347,0.508110412,0.511151149,0.514126155,0.517038738,0.519891952,0.52270242,0.525446048,0.528126436,0.530746884,0.533310431,0.535991432,0.538610459,0.541170852,0.543675677,0.546127758,0.548652977,0.551123196,0.553541279,0.555909866,0.558231395,0.560487392,0.56269637,0.564860632,0.566982312,0.569063393,0.571150371,0.573198029,0.575208151,0.577182403,0.57912234,0.581051618,0.582948371,0.584813959,0.586649659,0.588456675,0.590246362,0.592009134,0.593746031,0.595458037
"Governance Model (2020)","SSP1","Malta","","Governance Index|Control of Corruption",0.652026305,0.655357631,0.658635783,0.66186453,0.665047253,0.668187,0.671398727,0.674551562,0.677649887,0.68069761,0.683698236,0.686721532,0.689699378,0.692634764,0.695530394,0.698388724,0.701085798,0.703751414,0.706387309,0.708995078,0.711576192,0.714299634,0.717002196,0.719684823,0.7223484,0.724993752,0.727217085,0.729426521,0.731622578,0.733805745,0.735976483,0.738169223,0.740352496,0.742526595,0.744691797,0.746848371,0.748954426,0.751053521,0.753145841,0.755231561,0.757310854,0.759265641,0.761214808,0.76315849,0.765096815,0.767029909,0.768972087,0.770908945,0.772840606,0.774767189,0.776688809,0.778534913,0.780375639,0.782211115,0.784041461,0.785866794,0.787627117,0.789381761,0.791130863,0.792874553,0.79461296,0.795959248,0.797299438,0.798633682,0.799962125,0.801284909,0.802965768,0.804640479,0.806309197,0.80797207,0.809629239,0.810874965,0.812114646,0.813348431,0.814576465,0.815798886,0.817033002,0.818261358,0.819484094,0.820701345,0.821913239,0.823127682,0.824336835,0.82554082,0.826739756
"Governance Model (2020)","SSP1","Mauritania","","Governance Index|Control of Corruption",0.250550629,0.258909009,0.267012261,0.274870395,0.282492834,0.289888476,0.297664343,0.305211785,0.312540166,0.31965826,0.32657431,0.333947019,0.341110492,0.348073948,0.354845953,0.361434495,0.367714064,0.373810744,0.379732544,0.385486918,0.391080824,0.397116213,0.402985649,0.40869672,0.414256455,0.419671391,0.425283776,0.430739219,0.436045557,0.441209985,0.446239129,0.451490698,0.456592664,0.461553157,0.466379565,0.471078641,0.475964306,0.480711256,0.48532733,0.489819633,0.494194632,0.498687891,0.50305819,0.507312371,0.511456649,0.5154967,0.519590002,0.523578434,0.527467505,0.531262259,0.534967337,0.538676295,0.54229809,0.545836941,0.54929675,0.552681137,0.556036124,0.559319732,0.562535109,0.5656852,0.568772759,0.571478714,0.574126592,0.576718728,0.579257326,0.581744466,0.584508418,0.587225036,0.589896069,0.592523181,0.595107954,0.597308078,0.599469265,0.601592858,0.603680142,0.605732347,0.607739698,0.609714673,0.611658329,0.613571683,0.615455711,0.617305267,0.619127536,0.620923375,0.622693608
"Governance Model (2020)","SSP1","Mauritius","","Governance Index|Control of Corruption",0.53675348,0.538647663,0.540535886,0.542418297,0.544295036,0.546166239,0.547802225,0.549437331,0.551071566,0.552704938,0.554337456,0.555695885,0.557051354,0.558403914,0.559753618,0.561100512,0.562831227,0.564553414,0.566267323,0.567973193,0.569671252,0.571239992,0.572790445,0.574323387,0.575839547,0.577339609,0.579385218,0.581405831,0.583402684,0.585376923,0.587329614,0.589321891,0.591281488,0.593210242,0.595109839,0.596981832,0.598984956,0.60095478,0.602893191,0.604801922,0.606682567,0.608610542,0.610509403,0.612380697,0.614225854,0.616046192,0.617860057,0.619650639,0.621419052,0.623166329,0.624893433,0.626823387,0.628724119,0.630597187,0.632444026,0.634265962,0.636441541,0.638587277,0.640704775,0.642795516,0.644860866,0.646676857,0.648464459,0.650225162,0.651960344,0.653671279,0.655319037,0.656942002,0.658541394,0.660118345,0.661673908,0.663262035,0.664828252,0.666373577,0.667898956,0.669405273,0.670855052,0.672284754,0.673695272,0.675087442,0.676462043,0.67786264,0.679245312,0.680610814,0.681959853
"Governance Model (2020)","SSP1","Mexico","","Governance Index|Control of Corruption",0.357571497,0.365696327,0.373626796,0.381369589,0.388931105,0.396317477,0.403298864,0.41010027,0.416728451,0.42318981,0.429490427,0.435817645,0.441992873,0.448021572,0.453908944,0.45965995,0.465489611,0.471186344,0.476754932,0.482199937,0.487525706,0.492622093,0.497603215,0.502473179,0.507235902,0.511895127,0.516474523,0.52095648,0.525344341,0.529641305,0.533850441,0.537928223,0.541925853,0.545845928,0.549690947,0.553463318,0.556699982,0.55986977,0.562974775,0.566017018,0.568998449,0.572267734,0.575479456,0.578635395,0.581737273,0.584786751,0.587922448,0.591007707,0.594044086,0.597033089,0.599976168,0.602831385,0.605641729,0.60840859,0.611133311,0.613817187,0.616514266,0.619171308,0.621789557,0.624370214,0.62691444,0.629138294,0.631326421,0.633479934,0.635599904,0.637687366,0.640024344,0.642329308,0.644603253,0.646847143,0.649061902,0.65095711,0.65282366,0.654662442,0.656474313,0.6582601,0.660394428,0.662502969,0.664586524,0.666645862,0.668681723,0.670405092,0.672105078,0.673782407,0.675437773
"Governance Model (2020)","SSP1","Moldova","","Governance Index|Control of Corruption",0.304002034,0.317173176,0.329388263,0.340831819,0.351632032,0.361882078,0.373988431,0.385261355,0.395853955,0.405874881,0.415404414,0.424538973,0.433240578,0.441558833,0.449533429,0.457196778,0.464086547,0.470756216,0.477218945,0.483486495,0.489569446,0.495019626,0.500336512,0.505524892,0.51058933,0.515534179,0.519705629,0.52377869,0.527756385,0.531641644,0.5354373,0.538899615,0.542281562,0.545585563,0.548813964,0.55196904,0.555052059,0.558066115,0.561013279,0.563895559,0.5667149,0.569871098,0.572966663,0.576003414,0.578983112,0.581907465,0.58452193,0.587082482,0.589590739,0.59204827,0.594456595,0.597234427,0.599963714,0.602645925,0.605282482,0.607874761,0.61017055,0.612422414,0.614631697,0.616799697,0.61892767,0.62108854,0.623209597,0.625292073,0.627337158,0.629345998,0.631808918,0.63423596,0.63662824,0.638986837,0.641312789,0.643228723,0.645112323,0.646964599,0.648786524,0.650579037,0.652388492,0.654168882,0.655921115,0.657646068,0.659344581,0.661039039,0.66270799,0.66435222,0.665972485
"Governance Model (2020)","SSP1","Mongolia","","Governance Index|Control of Corruption",0.353970151,0.361981111,0.369743,0.377268567,0.384569409,0.39165614,0.398640691,0.405414067,0.411986469,0.418367262,0.42456509,0.430513783,0.436286123,0.441889994,0.447332719,0.452621121,0.458024981,0.463285011,0.468407009,0.473396429,0.478258417,0.482507495,0.486636388,0.490649643,0.494551572,0.498346267,0.502462307,0.506473876,0.510384877,0.514199016,0.517919815,0.521533204,0.525055742,0.528490778,0.531841495,0.535110924,0.538118946,0.541048905,0.5439036,0.546685702,0.549397761,0.552392013,0.555320231,0.558184693,0.560987576,0.563730967,0.566174811,0.568563391,0.570898529,0.573181975,0.57541541,0.578020981,0.580580089,0.583094212,0.585564773,0.587993143,0.590040477,0.59204846,0.594018311,0.595951204,0.597848273,0.599806139,0.601730422,0.603622139,0.605482273,0.607311775,0.609012481,0.610684379,0.612328326,0.613945154,0.615535664,0.617104522,0.61864849,0.620168297,0.621664652,0.623138238,0.624596591,0.626033309,0.627449021,0.628844331,0.630219827,0.631579744,0.63292088,0.634243772,0.63554894
"Governance Model (2020)","SSP1","Morocco","","Governance Index|Control of Corruption",0.391563378,0.395106503,0.398589954,0.402016333,0.405388075,0.408707466,0.412305825,0.415851115,0.41934561,0.422791443,0.426190616,0.430062605,0.433876219,0.43763436,0.441339714,0.444994773,0.448340202,0.451623875,0.454849191,0.458019265,0.461136958,0.464639717,0.468082852,0.471469723,0.474803404,0.478086714,0.481521243,0.484891372,0.48820109,0.491454007,0.494653407,0.497866992,0.501012653,0.504094886,0.507117738,0.510084868,0.51377369,0.517396346,0.520957267,0.524460436,0.527909452,0.531339384,0.534712815,0.538033273,0.541303958,0.544527776,0.54793454,0.551297723,0.554619712,0.557902701,0.561148709,0.564333645,0.567486534,0.570608875,0.573702063,0.576767403,0.579324544,0.581858421,0.584369959,0.586860032,0.589329464,0.591965329,0.594583865,0.597185673,0.599771325,0.602341363,0.604765192,0.607175482,0.609572657,0.61195712,0.614329259,0.616577785,0.618815098,0.621041525,0.623257379,0.62546296,0.627120601,0.628768762,0.630407705,0.63203768,0.633658928,0.635243781,0.636818498,0.638383369,0.639938674
"Governance Model (2020)","SSP1","Mozambique","","Governance Index|Control of Corruption",0.319425295,0.324930578,0.330231111,0.335346715,0.340294116,0.345087593,0.349740891,0.354268734,0.358679795,0.362981772,0.367181539,0.371940215,0.376590825,0.38114043,0.385595348,0.389961268,0.394236019,0.398409669,0.402488897,0.406479681,0.410387399,0.414311236,0.418147181,0.421900756,0.425576937,0.429180227,0.432678446,0.43609317,0.439429728,0.442692923,0.445887097,0.449673804,0.453375485,0.456997911,0.460546245,0.46402513,0.467631205,0.471146288,0.474577099,0.477929598,0.481209098,0.48469694,0.488091254,0.491399293,0.494627456,0.497781419,0.500759215,0.503646679,0.506450852,0.509177947,0.511833476,0.515019287,0.518122343,0.521148913,0.524104552,0.526994208,0.529922656,0.532778833,0.535567907,0.538294492,0.540962727,0.543715747,0.546407898,0.549043202,0.551625284,0.554157425,0.556964213,0.559721214,0.562431417,0.565097545,0.567722085,0.570022931,0.572283793,0.57450683,0.576694029,0.578847224,0.58088939,0.582899799,0.584879984,0.586831371,0.588755287,0.590655903,0.592531306,0.594382589,0.596210773
"Governance Model (2020)","SSP1","Namibia","","Governance Index|Control of Corruption",0.52224872,0.524313682,0.526321746,0.528277076,0.530183395,0.532044044,0.534287676,0.536460349,0.538567825,0.540615191,0.542606963,0.544871635,0.547063594,0.549188812,0.551252557,0.553259494,0.555407347,0.557491963,0.559518207,0.561490403,0.563412412,0.565747143,0.568029567,0.570263362,0.572451831,0.574597954,0.576772619,0.578905825,0.581000183,0.583058064,0.58508163,0.586762162,0.588410942,0.59002973,0.591620143,0.593183672,0.595053345,0.596898831,0.598721306,0.600521864,0.60230152,0.604041781,0.605763816,0.607468398,0.609156253,0.610828061,0.612124584,0.613407339,0.614676839,0.615933564,0.617177971,0.618818388,0.620448108,0.62206748,0.623676838,0.6252765,0.626416055,0.627547095,0.628669869,0.629784615,0.630891563,0.632320038,0.633741239,0.635155364,0.636562601,0.637963133,0.639075249,0.64017964,0.641276523,0.642366103,0.64344858,0.644706531,0.645955368,0.647195367,0.648426792,0.649649895,0.650857136,0.65205375,0.653240082,0.654416463,0.655583208,0.656819033,0.658043269,0.659256311,0.660458532
"Governance Model (2020)","SSP1","Nepal","","Governance Index|Control of Corruption",0.288707919,0.293407848,0.298013447,0.302528991,0.30695846,0.311305568,0.315914236,0.320441103,0.324889758,0.329263554,0.333565631,0.338247536,0.342834982,0.347333233,0.351747086,0.356080932,0.361138852,0.366081576,0.370917295,0.375653269,0.380295969,0.385072751,0.389719809,0.394247774,0.398665909,0.402982339,0.407591381,0.412068509,0.416425117,0.420671073,0.424814989,0.429605361,0.434271143,0.438823069,0.443270451,0.447621426,0.451847589,0.455965142,0.459982934,0.463908707,0.467749281,0.472038971,0.476239194,0.480356595,0.484397061,0.488365843,0.492044012,0.495651528,0.499193044,0.50267275,0.50609443,0.509854037,0.513558305,0.517210452,0.520813416,0.524369885,0.527576205,0.530739249,0.533861243,0.536944238,0.539990138,0.543241228,0.546458303,0.549642917,0.552796519,0.555920463,0.558581688,0.561215862,0.563824094,0.566407428,0.568966848,0.571401838,0.573814841,0.576206679,0.578578133,0.580929942,0.583161794,0.585375465,0.587571584,0.589750751,0.591913537,0.594400469,0.596871837,0.599328153,0.601769902
"Governance Model (2020)","SSP1","Netherlands","","Governance Index|Control of Corruption",0.931567434,0.933960137,0.936338576,0.938703289,0.941054784,0.94339354,0.945967326,0.948525072,0.951067417,0.953594963,0.95610828,0.958436668,0.960750911,0.96305154,0.965339056,0.967613932,0.969446698,0.971267659,0.973077222,0.974875772,0.976663673,0.978444184,0.980214634,0.981975342,0.983726613,0.985468738,0.987339453,0.989201513,0.991055173,0.992900677,0.99473826,0.996236276,0.997726789,0.999210005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP1","New Zealand","","Governance Index|Control of Corruption",0.973412965,0.974715735,0.976010954,0.977298833,0.97857957,0.979853358,0.981544527,0.983223257,0.984889988,0.986545135,0.988189092,0.98952831,0.990855768,0.99217187,0.993476998,0.994771517,0.996398855,0.998015922,0.99962305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP1","Nicaragua","","Governance Index|Control of Corruption",0.285885221,0.295059721,0.303979378,0.312654191,0.321093574,0.329306413,0.337615356,0.345695296,0.353555677,0.361205341,0.368652586,0.375717744,0.38257141,0.389223075,0.395681537,0.401954978,0.408470201,0.414794608,0.420937105,0.426905907,0.432708635,0.438601183,0.444323434,0.449883467,0.45528873,0.460546124,0.465865868,0.471035861,0.476063155,0.480954262,0.485715226,0.490116455,0.494385155,0.498527553,0.502549407,0.506456063,0.510911717,0.515239263,0.519445328,0.523535979,0.527516797,0.531547802,0.535461065,0.539262845,0.542958863,0.546554365,0.550032362,0.553411539,0.556696783,0.559892599,0.563003156,0.566269934,0.569458724,0.572572907,0.575615648,0.578589916,0.581234553,0.583817652,0.586341577,0.588808569,0.591220753,0.59378519,0.596300035,0.598767031,0.601187844,0.603564063,0.605549738,0.607494372,0.609399328,0.611265912,0.61309538,0.615222199,0.61731424,0.619372618,0.621398403,0.623392626,0.624931137,0.626439842,0.627919669,0.629371515,0.63079624,0.632309739,0.633797246,0.635259557,0.636697441
"Governance Model (2020)","SSP1","Niger","","Governance Index|Control of Corruption",0.253914688,0.260480433,0.266729829,0.272693812,0.278398051,0.28386416,0.289576901,0.295088518,0.300412517,0.305560812,0.310544002,0.316284119,0.321852342,0.327259564,0.332515487,0.337628819,0.343117803,0.348453089,0.35364433,0.358700154,0.36362832,0.368925194,0.374075408,0.379088681,0.383973654,0.388738059,0.39378797,0.398697048,0.4034751,0.408130802,0.412671884,0.417290966,0.421776289,0.426137456,0.430382946,0.434520293,0.439097869,0.443554651,0.447899161,0.452138952,0.456280759,0.46039099,0.464394297,0.468297958,0.472108461,0.475831623,0.479500707,0.483075422,0.486561946,0.489965818,0.493292031,0.496664448,0.49995206,0.503160276,0.506293965,0.509357531,0.512694212,0.515954217,0.519142323,0.522262846,0.525319704,0.528167467,0.530946047,0.533659643,0.536312061,0.538906767,0.541482226,0.543997492,0.546456028,0.548860995,0.551215285,0.553954968,0.556643043,0.559282299,0.561875295,0.564424393,0.566572672,0.568677244,0.570740309,0.572763901,0.574749906,0.576753292,0.578719739,0.580650977,0.582548617
"Governance Model (2020)","SSP1","Nigeria","","Governance Index|Control of Corruption",0.190974253,0.202764093,0.214231163,0.225395967,0.236276537,0.246888891,0.25718916,0.267253573,0.277093304,0.286718625,0.296139031,0.305532207,0.314720108,0.323712313,0.332517658,0.341144331,0.349131506,0.356935802,0.364565897,0.372029785,0.379334867,0.387024212,0.394545872,0.401908208,0.409118888,0.416184975,0.423204591,0.430073891,0.436800466,0.443391273,0.44985272,0.455934564,0.461886223,0.467714058,0.473423929,0.479021255,0.484293363,0.489457639,0.494518927,0.499481735,0.504350272,0.508934229,0.513431404,0.517845287,0.522179171,0.526436162,0.530807963,0.535110808,0.539347181,0.543519449,0.547629872,0.55129759,0.554909761,0.558468233,0.561974775,0.565431089,0.5689327,0.572388769,0.575800731,0.579169969,0.582497816,0.585327071,0.588118311,0.590872695,0.593591344,0.596275339,0.598909634,0.60151178,0.604082734,0.606623426,0.609134752,0.611179997,0.613197752,0.615188825,0.617153998,0.619094028,0.621242302,0.623366911,0.625468543,0.627547861,0.62960551,0.631311375,0.632996756,0.634662241,0.636308397
"Governance Model (2020)","SSP1","North Macedonia","","Governance Index|Control of Corruption",0.381993512,0.389812929,0.397406019,0.40479106,0.411983769,0.418997807,0.426002428,0.432816566,0.439454455,0.445928505,0.452249636,0.458015586,0.463645343,0.469146869,0.474527354,0.479793318,0.484975584,0.490062141,0.495057283,0.49996501,0.504789062,0.509114131,0.513368773,0.517555585,0.521677037,0.52573548,0.529870184,0.53395029,0.537977593,0.541953818,0.545880622,0.54906632,0.552207946,0.555306866,0.558364397,0.561381812,0.564262274,0.567105024,0.56991121,0.572681941,0.575418288,0.577970804,0.580489625,0.582975779,0.585430256,0.587854014,0.590555063,0.59322503,0.595864876,0.598475527,0.601057877,0.603436138,0.605786016,0.608108395,0.610404128,0.612674035,0.615099524,0.617499346,0.619874301,0.622225158,0.624552657,0.626665742,0.628755564,0.630822846,0.632868284,0.634892547,0.637172249,0.639430764,0.641668748,0.643886832,0.646085625,0.64788988,0.649674295,0.651439491,0.653186064,0.654914586,0.656666839,0.658400855,0.6601172,0.66181642,0.663499039,0.665104674,0.666693555,0.668266199,0.669823105
"Governance Model (2020)","SSP1","Norway","","Governance Index|Control of Corruption",0.937143422,0.939452865,0.941748871,0.944031932,0.946302513,0.948561056,0.950785344,0.952991759,0.955181051,0.957353924,0.959511043,0.961535992,0.9635471,0.965544882,0.967529822,0.96950238,0.970793016,0.972073514,0.973344196,0.974605372,0.975857335,0.977390643,0.978916501,0.980435114,0.981946679,0.983451384,0.984489086,0.985521016,0.986547315,0.987568117,0.988583552,0.989806402,0.991024614,0.992238288,0.993447522,0.994652411,0.995418447,0.996180389,0.996938324,0.99769233,0.998442488,0.999530129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP1","Oman","","Governance Index|Control of Corruption",0.4903625,0.494533051,0.498615399,0.502612229,0.506526138,0.510359642,0.51393413,0.517436982,0.520870353,0.524236333,0.527536949,0.531033527,0.534469687,0.537847251,0.541167986,0.544433606,0.54757359,0.550662491,0.553701858,0.556693193,0.559637951,0.562194176,0.564706694,0.567176828,0.569605864,0.571995047,0.57455658,0.577077847,0.579560039,0.582004315,0.584411796,0.586983102,0.589515179,0.592009208,0.59446633,0.59688765,0.59942105,0.601916368,0.604374798,0.606797494,0.609185566,0.611632214,0.614043278,0.616419906,0.618763201,0.621074224,0.623423647,0.625740405,0.628025565,0.630280151,0.632505147,0.634422517,0.636310301,0.638169468,0.640000945,0.641805625,0.643957979,0.646083824,0.648184019,0.65025939,0.652310729,0.654040797,0.655747183,0.657430645,0.659091914,0.660731687,0.66238138,0.664009913,0.665617954,0.667206143,0.668775098,0.670361015,0.671927749,0.673475902,0.675006048,0.676518742,0.678030659,0.679525682,0.681004325,0.682467083,0.683914431,0.685025886,0.686122498,0.687204703,0.688272927
"Governance Model (2020)","SSP1","Pakistan","","Governance Index|Control of Corruption",0.233521443,0.241760664,0.249812861,0.257685069,0.265383957,0.272915851,0.280874963,0.288669616,0.296306062,0.303790222,0.311127709,0.318590401,0.325886659,0.333024198,0.340010154,0.346851151,0.354011963,0.361008637,0.367849929,0.374543807,0.381097558,0.387469835,0.393684905,0.399751888,0.405679011,0.411473731,0.417516418,0.423413025,0.429172351,0.434802302,0.440310025,0.445542037,0.450643122,0.455621105,0.460483037,0.465235304,0.470298876,0.475250547,0.480096633,0.484842867,0.489494483,0.494062847,0.498538679,0.502926756,0.507231466,0.511456853,0.515318469,0.51910527,0.522820729,0.52646807,0.530050301,0.533821363,0.537531841,0.541184279,0.544781064,0.548324446,0.551383493,0.554393352,0.557355909,0.560272951,0.563146173,0.566300665,0.569414866,0.572490207,0.575528056,0.578529716,0.581055389,0.583547687,0.586007727,0.588436579,0.590835269,0.593101044,0.595338767,0.597549334,0.599733609,0.601892419,0.603926011,0.605935769,0.60792243,0.6098867,0.611829262,0.613779348,0.615708166,0.617616362,0.619504563
"Governance Model (2020)","SSP1","Panama","","Governance Index|Control of Corruption",0.3860684,0.3946204,0.4029342,0.4110199,0.4188868,0.4265436,0.4334354,0.4401575,0.4467153,0.453114,0.4593586,0.4651997,0.4709015,0.4764682,0.481904,0.4872128,0.4923502,0.4973669,0.5022664,0.5070524,0.5117284,0.5167657,0.5216953,0.5265205,0.5312445,0.5358706,0.5399955,0.5440239,0.5479591,0.5518038,0.555561,0.5593847,0.5631243,0.5667825,0.570362,0.5738651,0.5770931,0.5802497,0.5833371,0.5863573,0.5893125,0.5922613,0.5951504,0.5979814,0.6007562,0.6034765,0.6061185,0.6087098,0.6112521,0.6137469,0.6161954,0.6182992,0.6203588,0.6223754,0.6243503,0.6262848,0.628581,0.6308374,0.6330551,0.6352353,0.6373791,0.6396632,0.6419109,0.6441234,0.6463016,0.6484466,0.6502012,0.6519225,0.6536114,0.655269,0.6568961,0.6586512,0.6603759,0.6620712,0.6637379,0.665377,0.6669337,0.668463,0.6699658,0.671443,0.6728953,0.6743628,0.6758057,0.6772248,0.6786208
