"model","scenario","region","unit","variable","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Governance Model (2020)","SSP4","Poland","","Governance Index|Control of Corruption",0.5730798,0.5757852,0.5784189,0.5809865,0.5834929,0.5859426,0.5883173,0.5906587,0.5929683,0.5952478,0.5974988,0.5989078,0.6003028,0.6016843,0.6030526,0.6044082,0.6058118,0.6072081,0.6085975,0.6099799,0.6113556,0.6121391,0.6129173,0.6136902,0.614458,0.6152208,0.6163154,0.617405,0.6184897,0.6195697,0.6206449,0.6212911,0.6219326,0.6225695,0.6232019,0.6238299,0.6244652,0.6250961,0.6257225,0.6263446,0.6269625,0.6275061,0.628045,0.6285794,0.6291093,0.6296349,0.6301012,0.6305625,0.6310188,0.6314702,0.6319168,0.6323037,0.6326851,0.6330611,0.6334318,0.6337973,0.6341863,0.6345698,0.6349478,0.6353205,0.6356879,0.6356277,0.6355623,0.6354918,0.6354162,0.6353358,0.6356762,0.636012,0.6363433,0.6366701,0.6369926,0.6373084,0.63762,0.6379274,0.6382309,0.6385304,0.6388373,0.6391401,0.639439,0.639734,0.6400251,0.6404412,0.640853,0.6412606,0.6416642
"Governance Model (2020)","SSP4","Portugal","","Governance Index|Control of Corruption",0.7001737,0.7025907,0.7049867,0.7073626,0.7097195,0.712058,0.7145436,0.7169792,0.7193683,0.7217139,0.7240189,0.7270322,0.7299886,0.7328921,0.7357466,0.7385554,0.7410456,0.7434855,0.7458785,0.7482279,0.7505363,0.7527022,0.7548325,0.7569291,0.7589941,0.7610292,0.7629683,0.7648839,0.7667773,0.7686494,0.7705012,0.7724856,0.7744549,0.7764096,0.7783503,0.7802775,0.7817981,0.7833083,0.7848084,0.7862987,0.7877796,0.7890186,0.7902498,0.7914733,0.7926894,0.7938983,0.794991,0.7960771,0.7971569,0.7982305,0.799298,0.8001589,0.8010142,0.8018639,0.8027082,0.8035472,0.80375,0.8039478,0.8041408,0.804329,0.8045126,0.8049288,0.8053406,0.8057479,0.8061509,0.8065497,0.8068543,0.8071546,0.8074508,0.807743,0.8080312,0.8084314,0.8088274,0.8092194,0.8096073,0.8099913,0.8103966,0.8107976,0.8111945,0.8115872,0.8119759,0.8123939,0.8128074,0.8132165,0.8136212
"Governance Model (2020)","SSP4","Puerto Rico","","Governance Index|Control of Corruption",0.597401,0.5990591,0.6007126,0.6023616,0.6040062,0.6056465,0.6070852,0.6085197,0.6099499,0.6113761,0.6127982,0.6141603,0.6155181,0.6168718,0.6182212,0.6195666,0.6212826,0.6229941,0.6247014,0.6264044,0.6281032,0.6293901,0.6306727,0.6319511,0.6332252,0.6344952,0.6356671,0.6368349,0.6379986,0.6391584,0.6403142,0.6414524,0.6425869,0.6437177,0.644845,0.6459688,0.6468867,0.6478013,0.6487126,0.6496205,0.6505253,0.6514363,0.6523441,0.6532487,0.6541502,0.6550486,0.6558858,0.6567195,0.6575498,0.6583767,0.6592004,0.659653,0.6601016,0.6605462,0.6609869,0.6614236,0.6622577,0.6630868,0.6639112,0.6647308,0.6655459,0.6658818,0.6662121,0.6665371,0.6668568,0.6671713,0.6679566,0.6687361,0.6695097,0.6702776,0.6710399,0.6714986,0.6719511,0.6723977,0.6728384,0.6732733,0.6737381,0.6741967,0.6746491,0.6750954,0.6755358,0.6761149,0.6766872,0.677253,0.6778123
"Governance Model (2020)","SSP4","Romania","","Governance Index|Control of Corruption",0.394315,0.3998393,0.4052573,0.4105762,0.4158023,0.4209411,0.4257069,0.430399,0.4350208,0.4395758,0.444067,0.4482404,0.4523705,0.4564585,0.4605056,0.4645128,0.4676571,0.4707705,0.4738535,0.4769068,0.4799309,0.4828361,0.4857163,0.4885719,0.4914034,0.4942112,0.4964017,0.4985705,0.5007178,0.5028439,0.5049492,0.5071187,0.5092688,0.5113997,0.5135118,0.5156053,0.5170435,0.5184638,0.5198664,0.5212517,0.5226199,0.5242244,0.525812,0.527383,0.5289376,0.5304761,0.5319428,0.5333933,0.5348277,0.5362464,0.5376495,0.5389802,0.5402952,0.5415947,0.542879,0.5441482,0.5448994,0.5456356,0.5463571,0.5470639,0.5477564,0.5488888,0.5500069,0.551111,0.5522011,0.5532776,0.5542741,0.5552567,0.5562258,0.5571815,0.5581241,0.5591889,0.5602404,0.5612786,0.5623038,0.5633161,0.5643626,0.5653956,0.5664156,0.5674227,0.5684172,0.5695331,0.570636,0.5717262,0.5728038
"Governance Model (2020)","SSP4","Russian Federation","","Governance Index|Control of Corruption",0.2304947,0.2375422,0.2444819,0.2513166,0.258049,0.2646815,0.2711791,0.2775931,0.2839248,0.2901759,0.2963476,0.3015717,0.3067255,0.3118102,0.3168268,0.3217763,0.326594,0.3313484,0.3360404,0.3406709,0.3452408,0.3496378,0.3539762,0.3582569,0.3624807,0.3666485,0.3705803,0.3744576,0.378281,0.3820516,0.38577,0.3894359,0.3930513,0.3966168,0.4001332,0.4036012,0.4070253,0.4104025,0.4137333,0.4170185,0.4202587,0.4232807,0.4262588,0.4291937,0.4320859,0.4349361,0.4378919,0.4408061,0.4436796,0.4465129,0.4493066,0.4521055,0.4548652,0.4575864,0.4602696,0.4629155,0.4656635,0.4683746,0.4710492,0.473688,0.4762914,0.4787974,0.4812684,0.4837051,0.4861079,0.4884774,0.490943,0.4933757,0.495776,0.4981444,0.5004813,0.5030533,0.5055943,0.5081046,0.5105849,0.5130355,0.5152564,0.5174478,0.5196104,0.5217444,0.5238504,0.5260585,0.5282387,0.5303915,0.5325174
"Governance Model (2020)","SSP4","Rwanda","","Governance Index|Control of Corruption",0.4314968,0.4316713,0.4318431,0.4320122,0.4321785,0.4323419,0.4326111,0.4328789,0.4331453,0.4334104,0.4336742,0.4339513,0.4342285,0.4345056,0.4347827,0.4350598,0.4353837,0.4357073,0.4360304,0.436353,0.4366753,0.4370214,0.4373659,0.4377089,0.4380502,0.43839,0.4388614,0.4393292,0.4397934,0.4402541,0.4407113,0.4412212,0.4417243,0.4422208,0.4427109,0.4431947,0.4439235,0.4446419,0.4453504,0.4460492,0.4467387,0.4473776,0.4480024,0.4486137,0.449212,0.4497977,0.4508881,0.4519637,0.4530249,0.4540725,0.4551068,0.4558601,0.4565988,0.4573233,0.4580343,0.4587322,0.459359,0.4599722,0.4605723,0.4611598,0.4617351,0.4624435,0.4631388,0.4638216,0.4644924,0.4651515,0.4658541,0.4665439,0.4672215,0.4678871,0.4685413,0.4691444,0.4697348,0.470313,0.4708793,0.4714341,0.4721261,0.4728057,0.4734733,0.4741295,0.4747744,0.4754543,0.4761223,0.4767787,0.4774239
"Governance Model (2020)","SSP4","Saint Lucia","","Governance Index|Control of Corruption",0.629548844,0.630217095,0.630883376,0.631547715,0.63221014,0.632870677,0.633830339,0.634788577,0.635745408,0.636700849,0.637654916,0.638613633,0.639570938,0.640526847,0.641481376,0.642434543,0.643344802,0.644252977,0.645159099,0.646063197,0.646965301,0.648093965,0.649218411,0.650338727,0.651454997,0.652567303,0.653562879,0.654552802,0.655537207,0.656516224,0.657489981,0.65812109,0.658747288,0.659368685,0.659985386,0.660597496,0.6613774,0.662154127,0.662927735,0.663698279,0.664465813,0.665088634,0.665709252,0.666327702,0.666944015,0.667558223,0.66826381,0.668967426,0.669669099,0.670368856,0.671066724,0.671677526,0.672286303,0.672893086,0.673497903,0.674100781,0.674596674,0.675090774,0.675583106,0.676073694,0.676562562,0.676715696,0.676867175,0.677017018,0.677165247,0.677311884,0.677888528,0.678463612,0.679037158,0.679609184,0.680179709,0.680664274,0.681147198,0.681628502,0.682108207,0.682586334,0.683184059,0.683779944,0.684374016,0.6849663,0.685556818,0.686165412,0.686772014,0.687376652,0.687979354
"Governance Model (2020)","SSP4","Saint Vincent and the Grenadines","","Governance Index|Control of Corruption",0.6189623,0.6213535,0.6236748,0.6259317,0.6281293,0.630272,0.6314257,0.6325645,0.6336889,0.6347995,0.6358969,0.6370798,0.6382594,0.6394357,0.6406088,0.6417787,0.6424402,0.6430998,0.6437576,0.6444136,0.6450677,0.6461156,0.6471608,0.6482033,0.6492432,0.6502806,0.6509382,0.6515924,0.6522432,0.6528907,0.653535,0.6545048,0.6554715,0.6564352,0.657396,0.6583539,0.6587604,0.6591644,0.659566,0.6599652,0.660362,0.6609778,0.6615914,0.662203,0.6628126,0.6634202,0.6636901,0.6639582,0.6642244,0.6644887,0.6647512,0.6653545,0.6659558,0.6665552,0.6671528,0.6677485,0.667918,0.6680856,0.6682513,0.6684152,0.6685773,0.6690779,0.6695766,0.6700734,0.6705685,0.6710618,0.671321,0.6715785,0.6718343,0.6720883,0.6723407,0.672934,0.6735256,0.6741154,0.6747034,0.6752898,0.6755641,0.6758364,0.6761067,0.6763752,0.6766417,0.6773601,0.6780763,0.6787904,0.6795023
"Governance Model (2020)","SSP4","Samoa","","Governance Index|Control of Corruption",0.4748244,0.4776016,0.4803432,0.4830504,0.4857243,0.488366,0.490886,0.4933643,0.4958024,0.4982021,0.5005648,0.5032557,0.5059154,0.5085449,0.5111452,0.513717,0.5157452,0.5177461,0.5197206,0.5216695,0.5235935,0.5258895,0.5281596,0.5304045,0.532625,0.5348216,0.5368525,0.5388589,0.5408415,0.5428009,0.5447379,0.5465352,0.5483118,0.5500684,0.5518055,0.5535236,0.5546357,0.5557314,0.5568111,0.5578751,0.5589238,0.5601167,0.5612968,0.5624643,0.5636194,0.5647624,0.5659485,0.5671238,0.5682884,0.5694426,0.5705864,0.5716663,0.5727352,0.5737936,0.5748414,0.5758789,0.577004,0.578117,0.579218,0.5803074,0.5813853,0.5825319,0.5836654,0.5847861,0.5858944,0.5869905,0.5883087,0.5896143,0.5909075,0.5921886,0.5934577,0.5947196,0.5959701,0.5972092,0.5984374,0.5996548,0.6006255,0.6015859,0.6025362,0.6034767,0.6044074,0.6055767,0.6067364,0.6078866,0.6090276
"Governance Model (2020)","SSP4","Sao Tome and Principe","","Governance Index|Control of Corruption",0.4309666,0.4333944,0.4358094,0.4382123,0.4406032,0.4429826,0.4447136,0.4464415,0.4481663,0.449888,0.4516067,0.4529083,0.4542082,0.4555064,0.456803,0.4580979,0.4594314,0.460763,0.4620926,0.4634204,0.4647464,0.4659953,0.4672409,0.4684833,0.4697225,0.4709586,0.4721962,0.473429,0.474657,0.4758804,0.4770992,0.4782231,0.4793402,0.4804507,0.4815548,0.4826527,0.4838887,0.4851148,0.4863313,0.4875386,0.4887368,0.4897588,0.4907683,0.4917655,0.4927511,0.4937252,0.4948607,0.4959831,0.4970927,0.49819,0.4992754,0.5005445,0.5018003,0.5030435,0.5042744,0.5054934,0.5064279,0.5073493,0.508258,0.5091544,0.510039,0.5108723,0.5116925,0.5125,0.5132953,0.5140787,0.5148078,0.515524,0.5162276,0.5169191,0.5175989,0.51832,0.5190284,0.5197244,0.5204086,0.5210812,0.5221181,0.5231428,0.5241557,0.5251572,0.5261477,0.5269417,0.5277238,0.5284943,0.5292536
"Governance Model (2020)","SSP4","Saudi Arabia","","Governance Index|Control of Corruption",0.4433001,0.4466364,0.4499533,0.4532511,0.45653,0.4597899,0.4627769,0.4657461,0.4686978,0.471632,0.4745489,0.4772147,0.4798667,0.4825052,0.4851303,0.4877423,0.4906659,0.4935753,0.496471,0.4993531,0.5022217,0.5051855,0.5081327,0.5110637,0.5139787,0.5168781,0.5196599,0.5224243,0.5251716,0.5279022,0.5306163,0.5326831,0.5347341,0.5367696,0.53879,0.5407954,0.542889,0.544969,0.5470355,0.5490888,0.5511291,0.5524908,0.5538407,0.5551788,0.5565055,0.5578209,0.5594395,0.5610474,0.5626449,0.564232,0.5658089,0.5669342,0.5680498,0.5691558,0.5702524,0.5713397,0.5722234,0.573098,0.5739637,0.5748207,0.575669,0.5769529,0.5782282,0.5794951,0.5807536,0.582004,0.5829475,0.5838826,0.5848093,0.5857279,0.5866383,0.5875836,0.5885203,0.5894486,0.5903686,0.5912804,0.592228,0.5931668,0.5940972,0.5950191,0.5959327,0.5969741,0.5980068,0.5990309,0.6000466
"Governance Model (2020)","SSP4","Senegal","","Governance Index|Control of Corruption",0.3798718,0.3804704,0.3810646,0.3816543,0.3822397,0.3828208,0.3838435,0.3848605,0.3858716,0.3868772,0.3878772,0.3885785,0.3892744,0.3899649,0.3906502,0.3913302,0.3920301,0.3927246,0.3934137,0.3940977,0.3947764,0.3957062,0.3966307,0.3975499,0.3984639,0.3993729,0.3998917,0.4004049,0.4009126,0.4014147,0.4019115,0.4024885,0.4030587,0.4036222,0.4041792,0.4047298,0.4052913,0.405844,0.4063881,0.4069239,0.4074514,0.4080809,0.4086997,0.4093079,0.4099059,0.4104939,0.4111438,0.4117822,0.4124093,0.4130255,0.413631,0.4142793,0.414916,0.4155413,0.4161555,0.4167589,0.4174888,0.4182074,0.4189149,0.4196118,0.4202982,0.4209051,0.4215013,0.4220871,0.4226627,0.4232285,0.4238179,0.4243969,0.4249659,0.4255251,0.4260748,0.4266551,0.4272251,0.4277853,0.4283358,0.428877,0.4297816,0.4306761,0.4315609,0.4324362,0.4333022,0.4338663,0.4344205,0.4349651,0.4355003
"Governance Model (2020)","SSP4","Serbia","","Governance Index|Control of Corruption",0.3822527,0.3896358,0.3968616,0.4039441,0.4108952,0.4177251,0.4239037,0.4299644,0.4359158,0.4417652,0.4475194,0.4518092,0.4560324,0.4601919,0.4642905,0.4683306,0.4720697,0.4757681,0.4794268,0.4830469,0.4866293,0.4895791,0.4924993,0.4953906,0.4982534,0.5010882,0.5035803,0.506048,0.5084917,0.5109118,0.5133085,0.5149879,0.5166458,0.5182825,0.5198984,0.5214938,0.5231914,0.5248693,0.5265277,0.528167,0.5297875,0.5312113,0.5326166,0.5340035,0.5353725,0.5367237,0.5381051,0.5394686,0.5408145,0.5421429,0.5434541,0.5446845,0.5458978,0.547094,0.5482736,0.5494368,0.5509494,0.5524455,0.5539254,0.5553893,0.5568374,0.557873,0.5588927,0.5598968,0.5608855,0.561859,0.5629514,0.5640284,0.5650903,0.5661373,0.5671698,0.5683208,0.569457,0.5705786,0.5716859,0.572779,0.5738908,0.5749882,0.5760716,0.5771411,0.578197,0.5796019,0.5809929,0.5823705,0.5837347
"Governance Model (2020)","SSP4","Sierra Leone","","Governance Index|Control of Corruption",0.2422246,0.2459251,0.2495914,0.2532243,0.2568245,0.2603927,0.2633604,0.2662986,0.2692078,0.2720885,0.2749414,0.2772637,0.2795618,0.2818362,0.2840871,0.286315,0.2883951,0.2904533,0.2924902,0.294506,0.296501,0.2983171,0.3001123,0.3018869,0.3036414,0.305376,0.3071482,0.3089,0.3106316,0.3123435,0.3140359,0.3156884,0.3173202,0.3189318,0.3205235,0.3220956,0.3235399,0.324963,0.3263653,0.3277474,0.3291095,0.3304501,0.3317688,0.333066,0.3343422,0.3355979,0.3370182,0.3384161,0.3397921,0.3411468,0.3424807,0.3440999,0.345697,0.3472723,0.3488265,0.35036,0.3515011,0.3526205,0.3537189,0.3547967,0.3558544,0.3570414,0.3582076,0.3593536,0.3604798,0.3615868,0.3626327,0.3636585,0.3646647,0.3656516,0.36662,0.3677281,0.3688166,0.3698858,0.3709363,0.3719686,0.3732741,0.3745604,0.375828,0.3770774,0.3783091,0.3793552,0.3803823,0.3813909,0.3823814
"Governance Model (2020)","SSP4","Singapore","","Governance Index|Control of Corruption",0.9685916,0.9716815,0.9747595,0.9778261,0.9808816,0.9839265,0.9861792,0.98843,0.9906789,0.9929259,0.9951712,0.997367,0.9995625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Governance Model (2020)","SSP4","Slovakia","","Governance Index|Control of Corruption",0.5060909,0.5082545,0.5103995,0.5125264,0.5146354,0.516727,0.5183295,0.5199212,0.5215025,0.5230734,0.5246341,0.5259966,0.5273491,0.5286918,0.5300248,0.5313483,0.5326562,0.5339539,0.5352417,0.5365196,0.5377878,0.5390586,0.5403183,0.5415672,0.5428055,0.5440332,0.5452326,0.5464203,0.5475966,0.5487616,0.5499154,0.5511012,0.5522753,0.5534381,0.5545896,0.5557301,0.556788,0.5578346,0.5588703,0.5598951,0.5609093,0.5618567,0.562793,0.5637183,0.5646328,0.5655368,0.5664883,0.5674282,0.5683568,0.5692744,0.5701811,0.5710315,0.5718703,0.5726975,0.5735134,0.5743183,0.5751494,0.575969,0.5767773,0.5775745,0.578361,0.5788263,0.5792806,0.5797243,0.5801576,0.5805805,0.5812391,0.5818875,0.5825261,0.5831549,0.5837743,0.5843966,0.5850096,0.5856133,0.5862079,0.5867937,0.5873972,0.5879916,0.588577,0.5891536,0.5897216,0.5904174,0.591104,0.5917817,0.5924506
"Governance Model (2020)","SSP4","Slovenia","","Governance Index|Control of Corruption",0.6643154,0.6653351,0.6663548,0.6673743,0.6683938,0.6694131,0.6701917,0.67097,0.671748,0.6725256,0.673303,0.6743856,0.6754681,0.6765506,0.6776329,0.6787151,0.6795301,0.6803437,0.6811561,0.6819671,0.6827769,0.6836075,0.684435,0.6852596,0.6860813,0.6869002,0.6876948,0.6884853,0.6892717,0.690054,0.6908324,0.6915469,0.6922568,0.6929622,0.6936633,0.69436,0.6950788,0.6957929,0.6965025,0.6972075,0.6979082,0.6984463,0.6989793,0.6995075,0.7000308,0.7005494,0.7010184,0.7014817,0.7019394,0.7023916,0.7028385,0.7033271,0.7038095,0.7042858,0.7047562,0.7052208,0.705615,0.7060028,0.7063844,0.7067601,0.7071299,0.7074208,0.7077055,0.7079842,0.708257,0.708524,0.7085722,0.7086143,0.7086507,0.7086813,0.7087064,0.7090811,0.7094499,0.709813,0.7101706,0.7105228,0.7109972,0.7114658,0.7119286,0.7123859,0.7128377,0.7132161,0.7135886,0.7139553,0.7143164
"Governance Model (2020)","SSP4","Solomon Islands","","Governance Index|Control of Corruption",0.3562968,0.3605611,0.3646956,0.3687104,0.3726144,0.376415,0.3798041,0.3831012,0.386312,0.3894414,0.3924937,0.3954302,0.3983188,0.401161,0.4039582,0.4067117,0.4089012,0.4110567,0.4131788,0.4152684,0.417326,0.4195862,0.4218185,0.4240235,0.4262015,0.4283531,0.4304981,0.432617,0.4347104,0.4367786,0.4388222,0.4405738,0.4423,0.4440011,0.4456777,0.4473301,0.4493601,0.451365,0.4533452,0.4553012,0.4572335,0.4588619,0.460466,0.4620462,0.4636031,0.4651371,0.4670242,0.468888,0.470729,0.4725478,0.4743447,0.4761571,0.4779474,0.4797161,0.4814637,0.4831905,0.4845877,0.4859643,0.4873207,0.4886574,0.4899746,0.4916353,0.4932765,0.4948987,0.4965021,0.4980873,0.4996912,0.5012765,0.5028435,0.5043928,0.5059245,0.5071413,0.5083404,0.5095221,0.5106867,0.5118347,0.5133357,0.5148197,0.5162869,0.5177379,0.5191728,0.520632,0.5220747,0.5235013,0.5249122
"Governance Model (2020)","SSP4","Somalia","","Governance Index|Control of Corruption",0.05877143,0.06367099,0.06849918,0.0732579,0.07794896,0.08257409,0.08814647,0.09363558,0.09904454,0.1043762,0.1096333,0.1139249,0.1181451,0.1222961,0.1263802,0.1303995,0.1342879,0.1381183,0.1418923,0.1456112,0.1492763,0.1529022,0.1564763,0.16,0.1634743,0.1669004,0.1701524,0.1733593,0.1765222,0.1796419,0.1827192,0.1856213,0.1884806,0.1912979,0.1940743,0.1968105,0.1995912,0.2023304,0.205029,0.207688,0.2103081,0.2127915,0.2152342,0.217637,0.220001,0.2223269,0.2247053,0.227044,0.229344,0.2316063,0.2338316,0.2363537,0.2388368,0.2412819,0.24369,0.2460621,0.2481623,0.2502245,0.2522495,0.2542384,0.2561922,0.258194,0.2601591,0.2620885,0.2639832,0.2658442,0.2676474,0.2694157,0.27115,0.2728513,0.2745203,0.2763293,0.2781049,0.279848,0.2815595,0.2832404,0.2851888,0.2871057,0.2889919,0.2908483,0.2926756,0.2942215,0.2957367,0.2972222,0.2986788
"Governance Model (2020)","SSP4","South Africa","","Governance Index|Control of Corruption",0.5094577,0.510828,0.5121792,0.513512,0.5148273,0.5161257,0.5175359,0.5189295,0.520307,0.521669,0.5230162,0.5246623,0.5262954,0.5279159,0.5295242,0.5311207,0.5326066,0.5340765,0.5355312,0.5369712,0.538397,0.5397012,0.5409888,0.5422606,0.543517,0.5447588,0.5462467,0.54772,0.5491793,0.550625,0.5520577,0.5529129,0.5537571,0.5545908,0.5554142,0.5562277,0.5567965,0.5573571,0.5579098,0.5584547,0.5589921,0.559729,0.5604595,0.5611837,0.5619018,0.5626139,0.5629921,0.5633644,0.5637312,0.5640923,0.5644481,0.5651434,0.5658333,0.5665178,0.5671972,0.5678715,0.5684554,0.5690341,0.5696079,0.5701767,0.5707407,0.5710753,0.5714051,0.5717303,0.5720508,0.5723668,0.5729195,0.5734677,0.5740116,0.5745512,0.5750866,0.575824,0.5765572,0.5772862,0.5780112,0.5787323,0.5793587,0.5799812,0.5805998,0.5812145,0.5818256,0.5824382,0.5830471,0.5836524,0.5842541
"Governance Model (2020)","SSP4","South Korea","","Governance Index|Control of Corruption",0.570223775,0.572721425,0.575217809,0.57771294,0.580206833,0.582699502,0.585252768,0.587805872,0.590358813,0.592911594,0.595464214,0.597766679,0.600068469,0.602369589,0.604670046,0.606969843,0.609133031,0.611294974,0.613455685,0.615615178,0.617773467,0.619965903,0.622156738,0.624345992,0.626533687,0.628719841,0.630762569,0.63280303,0.634841258,0.636877287,0.63891115,0.641098062,0.643281951,0.64546287,0.647640871,0.649816005,0.651613055,0.65340631,0.655195844,0.656981731,0.658764039,0.660714408,0.662660624,0.664602773,0.666540939,0.668475202,0.670000064,0.671520658,0.673037073,0.674549396,0.676057709,0.676953482,0.677845009,0.678732381,0.679615682,0.680494995,0.681096642,0.681694019,0.682287215,0.682876315,0.683461405,0.683873222,0.68428062,0.68468369,0.685082525,0.685477213,0.68589374,0.686305745,0.686713326,0.687116576,0.687515587,0.687839683,0.688159126,0.688474018,0.688784457,0.689090538,0.689406196,0.689717384,0.690024198,0.690326731,0.690625072,0.690954883,0.691279916,0.691600276,0.691916064
"Governance Model (2020)","SSP4","South Sudan","","Governance Index|Control of Corruption",0.1533299,0.1584234,0.163451,0.1684139,0.1733131,0.1781495,0.1834102,0.1886028,0.1937287,0.1987891,0.2037852,0.208332,0.2128152,0.2172361,0.2215957,0.2258952,0.230213,0.2344734,0.2386775,0.2428262,0.2469204,0.2507638,0.2545572,0.2583013,0.261997,0.2656449,0.2691879,0.2726859,0.2761395,0.2795494,0.2829164,0.285985,0.2890129,0.2920007,0.294949,0.2978583,0.3010904,0.3042843,0.3074406,0.3105598,0.3136425,0.3163429,0.3190064,0.3216336,0.3242249,0.326781,0.3294102,0.3320029,0.3345596,0.3370811,0.3395677,0.3420091,0.3444146,0.3467848,0.3491205,0.3514222,0.3537468,0.3560371,0.3582935,0.3605169,0.3627077,0.3649072,0.3670742,0.3692092,0.3713129,0.3733857,0.3758037,0.3781907,0.3805474,0.3828743,0.385172,0.3870496,0.388898,0.3907175,0.3925089,0.3942726,0.3961535,0.3980065,0.3998321,0.4016307,0.4034028,0.4051955,0.4069613,0.4087009,0.4104148
"Governance Model (2020)","SSP4","Spain","","Governance Index|Control of Corruption",0.706681168,0.708726494,0.710742977,0.712732144,0.714695404,0.716634059,0.719056692,0.721448037,0.723809815,0.72614361,0.728450884,0.73071377,0.732953662,0.735171653,0.737368758,0.739545924,0.741562263,0.743562183,0.745546348,0.747515379,0.749469865,0.750928419,0.752375319,0.753810962,0.755235728,0.756649974,0.75790499,0.759151694,0.760390327,0.761621118,0.76284429,0.764147707,0.765445165,0.766736811,0.768022787,0.769303229,0.770135009,0.770961792,0.771783692,0.772600818,0.773413275,0.774229019,0.775040125,0.775846693,0.776648821,0.777446602,0.778064403,0.778677587,0.779286255,0.779890504,0.780490428,0.78099501,0.781495293,0.781991367,0.782483317,0.782971231,0.783018766,0.783062532,0.783102603,0.783139049,0.783171941,0.783527539,0.783879836,0.784228892,0.784574769,0.784917521,0.785356748,0.785792943,0.786226159,0.786656448,0.787083861,0.787422586,0.787758315,0.7880911,0.788420992,0.788748042,0.789100542,0.789449798,0.78979587,0.790138815,0.790478689,0.790946745,0.791411236,0.791872231,0.792329795
"Governance Model (2020)","SSP4","Sri Lanka","","Governance Index|Control of Corruption",0.357601583,0.360122519,0.362611605,0.365069314,0.367496114,0.369892465,0.371540785,0.373156843,0.374741029,0.376293726,0.377815308,0.379820429,0.381797569,0.383747131,0.385669511,0.387565097,0.389354158,0.391117659,0.39285598,0.394569494,0.396258568,0.398511688,0.400738184,0.402938463,0.405112924,0.407261961,0.409242978,0.411195159,0.413119017,0.415015054,0.416883757,0.419175721,0.42143799,0.423671158,0.425875802,0.428052481,0.430246069,0.432411435,0.43454915,0.436659769,0.438743828,0.440485202,0.442200579,0.443890473,0.44555538,0.447195784,0.449152438,0.451085304,0.452994835,0.454881472,0.456745644,0.458249504,0.459731872,0.461193139,0.462633686,0.464053885,0.465780404,0.467487445,0.469175349,0.470844448,0.472495068,0.473832928,0.475152042,0.476452743,0.47773536,0.479000211,0.480640559,0.482262271,0.483865698,0.485451185,0.487019065,0.488296998,0.489556402,0.490797646,0.492021089,0.49322708,0.494791362,0.496337709,0.497866487,0.49937805,0.500872743,0.502040992,0.503192423,0.504327378,0.505446185
"Governance Model (2020)","SSP4","Sudan","","Governance Index|Control of Corruption",0.1533299,0.1584234,0.163451,0.1684139,0.1733131,0.1781495,0.1834102,0.1886028,0.1937287,0.1987891,0.2037852,0.208332,0.2128152,0.2172361,0.2215957,0.2258952,0.230213,0.2344734,0.2386775,0.2428262,0.2469204,0.2507638,0.2545572,0.2583013,0.261997,0.2656449,0.2691879,0.2726859,0.2761395,0.2795494,0.2829164,0.285985,0.2890129,0.2920007,0.294949,0.2978583,0.3010904,0.3042843,0.3074406,0.3105598,0.3136425,0.3163429,0.3190064,0.3216336,0.3242249,0.326781,0.3294102,0.3320029,0.3345596,0.3370811,0.3395677,0.3420091,0.3444146,0.3467848,0.3491205,0.3514222,0.3537468,0.3560371,0.3582935,0.3605169,0.3627077,0.3649072,0.3670742,0.3692092,0.3713129,0.3733857,0.3758037,0.3781907,0.3805474,0.3828743,0.385172,0.3870496,0.388898,0.3907175,0.3925089,0.3942726,0.3961535,0.3980065,0.3998321,0.4016307,0.4034028,0.4051955,0.4069613,0.4087009,0.4104148
