"model","scenario","region","unit","variable","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075"
"Human Development Index Model (2015)","SSP5","Morocco","","Human Development Index",0.541075406,0.569613284,0.598149403,0.624604683,0.65001419,0.674078238,0.696935146,0.718152011,0.732123404,0.743484467,0.754043354,0.763670364,0.771819652,0.777981711
"Human Development Index Model (2015)","SSP5","Mozambique","","Human Development Index",0.30271384,0.34785228,0.399680456,0.442773259,0.481653257,0.51830842,0.550741692,0.580395744,0.602480134,0.622185316,0.641506552,0.659945815,0.676849119,0.691487778
"Human Development Index Model (2015)","SSP5","Namibia","","Human Development Index",0.597298411,0.621440093,0.646272727,0.671466681,0.694769204,0.715636324,0.734329286,0.750590277,0.757163976,0.761212542,0.765067986,0.768860083,0.772609961,0.776184296
"Human Development Index Model (2015)","SSP5","Nepal","","Human Development Index",0.448001759,0.48037788,0.516205618,0.549895704,0.583859748,0.617491645,0.650479718,0.679832894,0.699716384,0.714858143,0.727984898,0.739595606,0.749366322,0.75681452
"Human Development Index Model (2015)","SSP5","Netherlands","","Human Development Index",0.840917017,0.847630303,0.857172364,0.866740584,0.875689841,0.883038077,0.890013876,0.895460853,0.892850927,0.888820535,0.886187039,0.884886016,0.884292945,0.883327087
"Human Development Index Model (2015)","SSP5","New Zealand","","Human Development Index",0.847111549,0.853476524,0.862143351,0.871501931,0.880667585,0.888423932,0.895683115,0.901364535,0.898791514,0.894778646,0.892233949,0.891177653,0.89082459,0.890091181
"Human Development Index Model (2015)","SSP5","Nicaragua","","Human Development Index",0.546019156,0.565203254,0.58940987,0.61485548,0.63963896,0.662960401,0.684779587,0.703968526,0.715628318,0.725917893,0.736498282,0.746218599,0.754259292,0.760256187
"Human Development Index Model (2015)","SSP5","Niger","","Human Development Index",0.261898646,0.291176079,0.333814665,0.376139789,0.41690988,0.455140143,0.491813321,0.525298279,0.550434675,0.574743171,0.596380279,0.616843493,0.63551421,0.651769221
"Human Development Index Model (2015)","SSP5","Nigeria","","Human Development Index",0.470582655,0.509497526,0.555854492,0.588945805,0.620353496,0.647657406,0.673675573,0.697290604,0.71149466,0.72172941,0.731100749,0.739104477,0.745924414,0.751164898
"Human Development Index Model (2015)","SSP5","North Macedonia","","Human Development Index",0.71177778,0.729774989,0.757654109,0.782851959,0.803586012,0.819609472,0.833073822,0.842986046,0.844226754,0.843682113,0.844450589,0.846630086,0.849355734,0.851582202
"Human Development Index Model (2015)","SSP5","Norway","","Human Development Index",0.878682001,0.88461194,0.893842276,0.9039909,0.913034459,0.919917835,0.926080704,0.930442185,0.926416865,0.920776822,0.916572392,0.91398368,0.912284648,0.910256447
"Human Development Index Model (2015)","SSP5","Pakistan","","Human Development Index",0.476401821,0.50450776,0.533441344,0.562543029,0.59151288,0.619700637,0.647273863,0.67201736,0.688844903,0.702107326,0.713980333,0.724760609,0.734164748,0.741657513
"Human Development Index Model (2015)","SSP5","Panama","","Human Development Index",0.730777407,0.748241348,0.768744226,0.784079551,0.797011516,0.808134353,0.819051392,0.82833834,0.82953186,0.828764086,0.829195752,0.830989982,0.833425333,0.835611246
"Human Development Index Model (2015)","SSP5","Paraguay","","Human Development Index",0.62228573,0.638213402,0.658697784,0.68104675,0.704510922,0.725811672,0.745736441,0.762467203,0.771270713,0.777408286,0.783248466,0.788596985,0.792864187,0.79587057
"Human Development Index Model (2015)","SSP5","Peru","","Human Development Index",0.695592933,0.712646985,0.733157657,0.749603778,0.764254462,0.776234743,0.787058736,0.796267468,0.797177073,0.796086933,0.795590472,0.796171742,0.797564472,0.799149799
"Human Development Index Model (2015)","SSP5","Philippines","","Human Development Index",0.611692625,0.626356103,0.646953655,0.667508934,0.68881243,0.708318822,0.726128344,0.740581813,0.746440763,0.749245729,0.751852113,0.754767722,0.757494766,0.759407455
"Human Development Index Model (2015)","SSP5","Poland","","Human Development Index",0.785601081,0.798762793,0.815417846,0.828454389,0.838467584,0.845822365,0.852669536,0.858190899,0.856095657,0.852785716,0.85107587,0.850836864,0.851248802,0.85139585
"Human Development Index Model (2015)","SSP5","Portugal","","Human Development Index",0.735994784,0.750541849,0.769221169,0.791347958,0.813313149,0.832377038,0.848859775,0.861869829,0.865174035,0.86576658,0.866534641,0.867968851,0.869497298,0.870459142
"Human Development Index Model (2015)","SSP5","Romania","","Human Development Index",0.725190081,0.743843002,0.765861047,0.785048106,0.800201768,0.811478493,0.820679198,0.827243498,0.82595954,0.823454352,0.822617891,0.823409268,0.8250123,0.826386462
"Human Development Index Model (2015)","SSP5","Russian Federation","","Human Development Index",0.70860029,0.7234883,0.738772866,0.751508695,0.762026526,0.770612219,0.778393937,0.785119739,0.784970063,0.783939308,0.784454732,0.786384263,0.788886504,0.791089633
"Human Development Index Model (2015)","SSP5","Rwanda","","Human Development Index",0.388372093,0.42579965,0.458071598,0.484811736,0.511007162,0.537509649,0.564746567,0.591419432,0.611687322,0.62968369,0.647534257,0.664519092,0.679959347,0.692892178
"Human Development Index Model (2015)","SSP5","Saint Lucia","","Human Development Index",0.698170229,0.709935182,0.723490805,0.736864738,0.749634416,0.760887833,0.773082953,0.784287806,0.787590731,0.788724744,0.790689667,0.793673431,0.797304453,0.800353411
"Human Development Index Model (2015)","SSP5","Saint Vincent and the Grenadines","","Human Development Index",0.697192463,0.716306568,0.740776923,0.757976575,0.771035072,0.780988967,0.790542771,0.798652287,0.801134276,0.8028148,0.805735218,0.8092831,0.812964525,0.815913513
"Human Development Index Model (2015)","SSP5","Samoa","","Human Development Index",0.642571431,0.655703731,0.676796273,0.699619098,0.719747138,0.736012212,0.751655341,0.765247471,0.77081291,0.773151991,0.77559564,0.778823606,0.782540627,0.786211583
"Human Development Index Model (2015)","SSP5","Sao Tome and Principe","","Human Development Index",0.437949591,0.459499483,0.485946919,0.507816344,0.527627053,0.546181377,0.566202409,0.584808297,0.598717911,0.611493795,0.624730666,0.637597595,0.649806448,0.660700135
"Human Development Index Model (2015)","SSP5","Saudi Arabia","","Human Development Index",0.758515727,0.771264588,0.780776354,0.789474621,0.799471093,0.809571056,0.819295315,0.826786914,0.825801946,0.82270265,0.820952736,0.820996746,0.822097464,0.823304698
"Human Development Index Model (2015)","SSP5","Senegal","","Human Development Index",0.407829705,0.440667069,0.475439272,0.510006337,0.54155537,0.570710662,0.59779525,0.622859479,0.642412711,0.659434119,0.675426388,0.689768931,0.703582449,0.715894476
"Human Development Index Model (2015)","SSP5","Serbia","","Human Development Index",0.71683632,0.731647696,0.756640435,0.778909309,0.796103079,0.808076046,0.817249693,0.823650229,0.822498871,0.820308773,0.819691591,0.820692079,0.822289783,0.823631931
"Human Development Index Model (2015)","SSP5","Sierra Leone","","Human Development Index",0.335625004,0.374523108,0.415466518,0.452505544,0.487391081,0.520959302,0.551906507,0.580440393,0.601667293,0.620504819,0.63856457,0.65572996,0.671308491,0.684665166
"Human Development Index Model (2015)","SSP5","Singapore","","Human Development Index",0.840021091,0.849713572,0.85880918,0.865158176,0.869834166,0.873509347,0.877030747,0.879206185,0.873680105,0.86678948,0.861400873,0.857401284,0.85394534,0.850289584
"Human Development Index Model (2015)","SSP5","Slovakia","","Human Development Index",0.79352683,0.805123759,0.814452209,0.820909556,0.827566747,0.834070467,0.841374345,0.847792533,0.846903762,0.844976946,0.844603775,0.845761145,0.847577971,0.849039487
"Human Development Index Model (2015)","SSP5","Slovenia","","Human Development Index",0.819479086,0.825228883,0.828768562,0.832922279,0.839056716,0.845830707,0.85333708,0.85970047,0.858727081,0.856694033,0.856346131,0.857548437,0.8591918,0.860556596
"Human Development Index Model (2015)","SSP5","South Africa","","Human Development Index",0.59195246,0.620133302,0.647740317,0.670206574,0.691034327,0.710368201,0.728204683,0.743358116,0.748596327,0.751718965,0.755373504,0.759790189,0.764497931,0.768700904
"Human Development Index Model (2015)","SSP5","South Korea","","Human Development Index",0.840228886,0.847004343,0.852861287,0.858240343,0.864221942,0.870092931,0.87646744,0.881725038,0.879483556,0.875926153,0.87394113,0.873419429,0.873529947,0.87346322
"Human Development Index Model (2015)","SSP5","Spain","","Human Development Index",0.791864625,0.80450431,0.820897146,0.837497466,0.852459418,0.865003301,0.875759063,0.884188604,0.884095371,0.88241637,0.881773178,0.882265169,0.883066858,0.883245199
"Human Development Index Model (2015)","SSP5","Sudan","","Human Development Index",0.413840566,0.442249481,0.47749851,0.512169273,0.544794493,0.574893494,0.597230065,0.617214244,0.630677716,0.643033813,0.656058565,0.668561825,0.679698753,0.688696944
"Human Development Index Model (2015)","SSP5","Suriname","","Human Development Index",0.667103906,0.686297062,0.70878674,0.728845662,0.745520189,0.75953776,0.772570315,0.783601347,0.786899786,0.788570396,0.791113936,0.794548519,0.798116615,0.801077774
"Human Development Index Model (2015)","SSP5","Sweden","","Human Development Index",0.856379444,0.862707515,0.874082894,0.886034023,0.896526757,0.904174888,0.910672896,0.914987547,0.91091856,0.905373572,0.901315386,0.898935401,0.897166439,0.895132903
"Human Development Index Model (2015)","SSP5","Switzerland","","Human Development Index",0.873510442,0.877954472,0.884041815,0.890372975,0.896840524,0.902621118,0.908780653,0.913656916,0.910422222,0.905879352,0.902893047,0.901607802,0.901084964,0.900300998
"Human Development Index Model (2015)","SSP5","Syria","","Human Development Index",0.59201978,0.614051415,0.642715341,0.668905815,0.69280482,0.713287694,0.731404953,0.746577193,0.753886881,0.758858803,0.765061049,0.772041625,0.778625447,0.783802568
"Human Development Index Model (2015)","SSP5","Tajikistan","","Human Development Index",0.576553565,0.614218452,0.676312132,0.725680716,0.755910173,0.774038512,0.785820264,0.793282869,0.792391539,0.790362255,0.789521756,0.789992455,0.791220625,0.792445192
"Human Development Index Model (2015)","SSP5","Tanzania","","Human Development Index",0.458781555,0.493787252,0.530628935,0.556313818,0.579832449,0.602855557,0.62620705,0.648718071,0.664086585,0.677353945,0.690297447,0.702811145,0.714179425,0.723839284
"Human Development Index Model (2015)","SSP5","Thailand","","Human Development Index",0.663261753,0.679850859,0.699646852,0.71882073,0.73705959,0.752841267,0.767876099,0.782447038,0.789273817,0.792752662,0.795692079,0.799023886,0.802386707,0.805195835
"Human Development Index Model (2015)","SSP5","Timor-Leste","","Human Development Index",0.525903826,0.566588867,0.618526398,0.666798185,0.705576276,0.735973405,0.760601432,0.780358748,0.789826583,0.795907619,0.800400617,0.80454244,0.808167629,0.811265914
"Human Development Index Model (2015)","SSP5","Tonga","","Human Development Index",0.651031914,0.660431934,0.674050294,0.690547602,0.707382517,0.722785933,0.736892176,0.748221245,0.751548744,0.752945953,0.754673279,0.756654951,0.75930632,0.761941726
"Human Development Index Model (2015)","SSP5","Trinidad and Tobago","","Human Development Index",0.729153684,0.741484394,0.743530525,0.741251568,0.742550371,0.747117771,0.754803609,0.762428358,0.763026021,0.762032964,0.762336349,0.764271518,0.767115021,0.769971102
"Human Development Index Model (2015)","SSP5","Tunisia","","Human Development Index",0.666317524,0.690656609,0.714751349,0.733922188,0.752731519,0.771889496,0.791816695,0.8098322,0.818851852,0.82391978,0.827664303,0.831097968,0.834573479,0.8378789
"Human Development Index Model (2015)","SSP5","Turkey","","Human Development Index",0.676672758,0.693264826,0.71324127,0.733509502,0.751666031,0.767483905,0.781560161,0.793037491,0.797848812,0.801405818,0.806054372,0.811381314,0.816618389,0.820908937
"Human Development Index Model (2015)","SSP5","Turkmenistan","","Human Development Index",0.649193749,0.666086256,0.695323649,0.71727693,0.732473479,0.742546715,0.750157457,0.75558552,0.754229957,0.752153326,0.751441585,0.752252023,0.753944012,0.755461357
"Human Development Index Model (2015)","SSP5","Uganda","","Human Development Index",0.418671553,0.453896794,0.492060704,0.523515191,0.554588813,0.584873467,0.614017444,0.641411387,0.660303647,0.675608932,0.689802256,0.702887772,0.714427296,0.724034026
"Human Development Index Model (2015)","SSP5","Ukraine","","Human Development Index",0.655697276,0.675558471,0.705965461,0.734306717,0.754406804,0.767858771,0.777494844,0.784870616,0.784908078,0.783941227,0.784595548,0.786782953,0.789593544,0.792139572
"Human Development Index Model (2015)","SSP5","United Kingdom","","Human Development Index",0.825909974,0.836377039,0.85114307,0.867398653,0.88217985,0.894410167,0.905259969,0.913588771,0.912919464,0.910110177,0.908359256,0.907963977,0.90794345,0.907420024
"Human Development Index Model (2015)","SSP5","United States","","Human Development Index",0.851722686,0.853652108,0.858512036,0.864577636,0.871003002,0.876256793,0.881576668,0.88586785,0.882674347,0.878478129,0.875816276,0.874483768,0.873726353,0.872686334
"Human Development Index Model (2015)","SSP5","Uruguay","","Human Development Index",0.711924185,0.727940085,0.749120783,0.766853477,0.781422972,0.793049175,0.803515648,0.811447616,0.813088541,0.814269118,0.817146458,0.820947732,0.824898566,0.828261314
"Human Development Index Model (2015)","SSP5","Vanuatu","","Human Development Index",0.567889441,0.587819453,0.616938946,0.6443514,0.667883305,0.688097805,0.705903092,0.720598057,0.727618485,0.732129588,0.736893755,0.743316219,0.750509962,0.757402482
"Human Development Index Model (2015)","SSP5","Venezuela","","Human Development Index",0.701987505,0.719161669,0.74316856,0.765720058,0.783614515,0.796279526,0.807197796,0.815607838,0.816201541,0.815369492,0.815923108,0.817735626,0.819985175,0.821760327
"Human Development Index Model (2015)","SSP5","Viet Nam","","Human Development Index",0.589883615,0.620478005,0.662281794,0.695761563,0.720453104,0.738428639,0.752761142,0.763814134,0.768951524,0.773395569,0.778737477,0.784509428,0.790292674,0.795557853
"Human Development Index Model (2015)","SSP5","Zambia","","Human Development Index",0.431410654,0.473649199,0.507216889,0.53417143,0.560200463,0.585810724,0.610086014,0.632806026,0.647941442,0.660404765,0.672060984,0.683023551,0.692576971,0.700854732
"Human Development Index Model (2015)","SSP5","Zimbabwe","","Human Development Index",0.375479935,0.389896392,0.434622238,0.498351926,0.561635513,0.616661477,0.662168977,0.69979672,0.724236819,0.743022382,0.759355187,0.773706196,0.786319376,0.797004861
